"Wave_time","State","StateFIPS","Start_Date","End_Date","N_State","Current President","Your State Governor"
"June","Missouri",29,2021-06-09,2021-07-15,480,48.00355234,35.94875598
"June","Mississippi",28,2021-06-09,2021-07-15,368,48.1647417,37.75113371
"June","Montana",30,2021-06-09,2021-07-15,356,47.61891719,47.48510304
"June","North Carolina",37,2021-06-09,2021-07-15,496,54.04171757,52.37480759
"June","North Dakota",38,2021-06-09,2021-07-15,291,39.23404282,37.77658514
"June","Nebraska",31,2021-06-09,2021-07-15,381,43.35979802,38.52969111
"June","New Hampshire",33,2021-06-09,2021-07-15,386,62.72411385,63.43825924
"June","New Jersey",34,2021-06-09,2021-07-15,436,65.7471543,61.07491685
"June","New Mexico",35,2021-06-09,2021-07-15,372,50.94112578,52.10724156
"June","Nevada",32,2021-06-09,2021-07-15,484,57.06784337,58.75396767
"June","New York",36,2021-06-09,2021-07-15,695,67.43348749,58.24652939
"June","Ohio",39,2021-06-09,2021-07-15,565,53.56202023,58.42773288
"June","Oklahoma",40,2021-06-09,2021-07-15,466,50.17856878,45.28493644
"June","Oregon",41,2021-06-09,2021-07-15,481,55.06020305,47.43335893
"June","Pennsylvania",42,2021-06-09,2021-07-15,490,55.73482207,48.00517867
"June","Rhode Island",44,2021-06-09,2021-07-15,295,61.5602966,59.10652946
"June","South Carolina",45,2021-06-09,2021-07-15,491,52.60483019,46.68920692
"June","South Dakota",46,2021-06-09,2021-07-15,315,48.35593895,45.83533353
"June","Tennessee",47,2021-06-09,2021-07-15,477,46.85171284,50.25176201
"June","Texas",48,2021-06-09,2021-07-15,770,54.73944207,38.94462428
"June","Utah",49,2021-06-09,2021-07-15,382,45.43433207,49.61437597
"June","Virginia",51,2021-06-09,2021-07-15,465,65.85821301,63.55249889
"June","Vermont",50,2021-06-09,2021-07-15,247,63.03350711,80.3948429
"June","Washington",53,2021-06-09,2021-07-15,494,62.91980083,59.15907015
"June","Wisconsin",55,2021-06-09,2021-07-15,481,56.92222936,51.3076987
"June","West Virginia",54,2021-06-09,2021-07-15,343,45.29260661,59.4778783
"June","Wyoming",56,2021-06-09,2021-07-15,206,35.17233494,53.31006929
"September","United States",NA,2021-08-26,2021-09-27,23938,50.5791621,46.20016998
"September","Alaska",2,2021-08-26,2021-09-27,248,31.45932138,32.22815587
"September","Alabama",1,2021-08-26,2021-09-27,439,38.68841136,41.52580642
"September","Arkansas",5,2021-08-26,2021-09-27,510,36.85210056,36.17555061
"September","Arizona",4,2021-08-26,2021-09-27,516,43.24008328,27.77966811
"September","California",6,2021-08-26,2021-09-27,1040,57.29054765,52.802588
"September","Colorado",8,2021-08-26,2021-09-27,458,46.9517024,50.01615139
"September","Connecticut",9,2021-08-26,2021-09-27,371,56.38292553,63.29070695
"September","Delaware",10,2021-08-26,2021-09-27,392,50.67062887,52.89796732
"September","Florida",12,2021-08-26,2021-09-27,683,47.06547308,37.07763412
"September","Georgia",13,2021-08-26,2021-09-27,519,54.90666217,34.47809012
"September","Hawaii",15,2021-08-26,2021-09-27,403,49.0541089,37.09886799
"September","Iowa",19,2021-08-26,2021-09-27,408,46.88775747,28.13294093
"September","Idaho",16,2021-08-26,2021-09-27,467,31.93101412,28.64960104
"September","Illinois",17,2021-08-26,2021-09-27,611,52.17056906,51.5970525
"September","Indiana",18,2021-08-26,2021-09-27,419,41.55380408,42.05800167
"September","Kansas",20,2021-08-26,2021-09-27,382,41.34423947,39.96214012
"September","Kentucky",21,2021-08-26,2021-09-27,428,40.24962534,51.28377326
"September","Louisiana",22,2021-08-26,2021-09-27,352,52.21701738,54.47974819
"September","Massachusetts",25,2021-08-26,2021-09-27,513,59.50269942,63.12075886
"September","Maryland",24,2021-08-26,2021-09-27,479,53.5253451,60.56219519
"September","Maine",23,2021-08-26,2021-09-27,471,44.54594586,52.01326979
"September","Michigan",26,2021-08-26,2021-09-27,563,51.01481673,50.08872994
"September","Minnesota",27,2021-08-26,2021-09-27,453,42.15022428,44.68976417
"September","Missouri",29,2021-08-26,2021-09-27,489,41.13716025,32.57018157
"September","Mississippi",28,2021-08-26,2021-09-27,404,37.87572283,28.97851114
"September","Montana",30,2021-08-26,2021-09-27,380,39.82337891,40.26669866
"September","North Carolina",37,2021-08-26,2021-09-27,515,54.2043138,46.39847206
"September","North Dakota",38,2021-08-26,2021-09-27,343,34.70029493,41.12235144
"September","Nebraska",31,2021-08-26,2021-09-27,445,41.223503,37.5438486
"September","New Hampshire",33,2021-08-26,2021-09-27,397,57.00684319,54.17328304
"September","New Jersey",34,2021-08-26,2021-09-27,469,60.02971303,56.61827031
"September","New Mexico",35,2021-08-26,2021-09-27,432,45.09726816,48.68417673
"September","Nevada",32,2021-08-26,2021-09-27,446,44.21690365,45.9137064
"September","New York",36,2021-08-26,2021-09-27,916,56.97448721,54.98788447
"September","Ohio",39,2021-08-26,2021-09-27,580,48.97969984,47.85669077
"September","Oklahoma",40,2021-08-26,2021-09-27,446,36.41238908,32.25267085
"September","Oregon",41,2021-08-26,2021-09-27,495,49.21081526,41.9945688
"September","Pennsylvania",42,2021-08-26,2021-09-27,539,48.45530061,41.41987743
"September","Rhode Island",44,2021-08-26,2021-09-27,330,51.62982316,50.75367855
"September","South Carolina",45,2021-08-26,2021-09-27,413,42.46038532,34.49928009
"September","South Dakota",46,2021-08-26,2021-09-27,324,38.07131033,38.33575532
"September","Tennessee",47,2021-08-26,2021-09-27,462,40.41585967,30.97629342
"September","Texas",48,2021-08-26,2021-09-27,756,46.85792841,31.84131016
"September","Utah",49,2021-08-26,2021-09-27,437,44.8697967,43.98738349
"September","Virginia",51,2021-08-26,2021-09-27,527,56.82600095,51.44023071
"September","Vermont",50,2021-08-26,2021-09-27,247,52.72867527,69.81401461
"September","Washington",53,2021-08-26,2021-09-27,550,59.40951353,55.90198693
"September","Wisconsin",55,2021-08-26,2021-09-27,499,51.6730519,42.51063277
"September","West Virginia",54,2021-08-26,2021-09-27,421,36.43597436,50.50814344
"September","Wyoming",56,2021-08-26,2021-09-27,252,35.6282459,41.59472643
"November21","United States",NA,2021-11-03,2021-12-02,24623,45.07988458,44.68057066
"November21","Alaska",2,2021-11-03,2021-12-02,258,23.06465847,25.74340365
"November21","Alabama",1,2021-11-03,2021-12-02,412,34.42637195,42.36386305
"November21","Arkansas",5,2021-11-03,2021-12-02,350,30.65233665,31.95985559
"November21","Arizona",4,2021-11-03,2021-12-02,518,40.95578821,29.75136653
"November21","California",6,2021-11-03,2021-12-02,1347,51.97505548,51.21417846
"November21","Colorado",8,2021-11-03,2021-12-02,523,46.45555974,47.62058005
"November21","Connecticut",9,2021-11-03,2021-12-02,341,45.68716843,59.78139646
"November21","Delaware",10,2021-11-03,2021-12-02,373,44.31510476,44.32792856
"November21","Florida",12,2021-11-03,2021-12-02,942,46.90795622,40.61882493
"November21","Georgia",13,2021-11-03,2021-12-02,667,43.11783343,35.86542919
"November21","Hawaii",15,2021-11-03,2021-12-02,390,40.68928582,39.45198688
"November21","Iowa",19,2021-11-03,2021-12-02,357,38.83186586,31.20015598
"November21","Idaho",16,2021-11-03,2021-12-02,416,31.22146412,27.17158206
"November21","Illinois",17,2021-11-03,2021-12-02,667,47.56381278,51.42928488
"November21","Indiana",18,2021-11-03,2021-12-02,455,35.5271376,37.94348198
"November21","Kansas",20,2021-11-03,2021-12-02,366,38.00009639,41.03593629
"November21","Kentucky",21,2021-11-03,2021-12-02,429,31.20309406,42.68372852
"November21","Louisiana",22,2021-11-03,2021-12-02,362,32.29527794,39.60361059
"November21","Massachusetts",25,2021-11-03,2021-12-02,476,51.69919256,55.42328593
"November21","Maryland",24,2021-11-03,2021-12-02,452,55.26104378,60.36385939
"November21","Maine",23,2021-11-03,2021-12-02,430,41.77764972,47.53669648
"November21","Michigan",26,2021-11-03,2021-12-02,560,44.50693438,44.10777913
"November21","Minnesota",27,2021-11-03,2021-12-02,438,46.95398533,52.05813827
"November21","Missouri",29,2021-11-03,2021-12-02,482,36.91715406,31.5941143
"November21","Mississippi",28,2021-11-03,2021-12-02,357,37.37855279,34.46024904
"November21","Montana",30,2021-11-03,2021-12-02,365,38.08186978,34.83347174
"November21","North Carolina",37,2021-11-03,2021-12-02,591,42.91105864,45.70014952
"November21","North Dakota",38,2021-11-03,2021-12-02,357,30.03110325,27.39732221
"November21","Nebraska",31,2021-11-03,2021-12-02,338,36.06504879,35.42127332
"November21","New Hampshire",33,2021-11-03,2021-12-02,318,44.70575749,41.28312375
"November21","New Jersey",34,2021-11-03,2021-12-02,606,51.06446377,55.28251029
"November21","New Mexico",35,2021-11-03,2021-12-02,361,49.4650864,46.56198364
"November21","Nevada",32,2021-11-03,2021-12-02,373,42.97504408,40.96890081
"November21","New York",36,2021-11-03,2021-12-02,1047,48.61273428,49.79595473
"November21","Ohio",39,2021-11-03,2021-12-02,670,38.37536892,44.50881443
"November21","Oklahoma",40,2021-11-03,2021-12-02,380,35.67651679,34.87062766
"November21","Oregon",41,2021-11-03,2021-12-02,404,46.1414373,43.68452122
"November21","Pennsylvania",42,2021-11-03,2021-12-02,680,45.73126946,44.35637099
"November21","Rhode Island",44,2021-11-03,2021-12-02,337,41.14830628,49.27229055
"November21","South Carolina",45,2021-11-03,2021-12-02,431,38.19985049,37.55738022
"November21","South Dakota",46,2021-11-03,2021-12-02,282,36.98251824,29.63587299
"November21","Tennessee",47,2021-11-03,2021-12-02,480,38.72368364,34.29247445
"November21","Texas",48,2021-11-03,2021-12-02,1040,42.59466584,36.03673804
"November21","Utah",49,2021-11-03,2021-12-02,379,35.98418664,37.1225472
"November21","Virginia",51,2021-11-03,2021-12-02,624,51.77542128,50.89474086
"November21","Vermont",50,2021-11-03,2021-12-02,286,50.66690896,66.07927706
"November21","Washington",53,2021-11-03,2021-12-02,532,48.95765025,50.12337283
"November21","Wisconsin",55,2021-11-03,2021-12-02,464,40.71700644,38.63855557
"November21","West Virginia",54,2021-11-03,2021-12-02,355,25.79667764,37.52977796
"November21","Wyoming",56,2021-11-03,2021-12-02,276,19.58084994,31.31080374
"January22","United States",NA,2021-12-22,2022-01-24,25358,38.26907259,38.54837045
"January22","Alaska",2,2021-12-22,2022-01-24,333,27.0585059,24.4865055
"January22","Alabama",1,2021-12-22,2022-01-24,426,30.53504755,33.60009791
"January22","Arkansas",5,2021-12-22,2022-01-24,410,28.42949133,33.13769967
"January22","Arizona",4,2021-12-22,2022-01-24,469,34.34082366,24.53850718
"January22","California",6,2021-12-22,2022-01-24,1107,42.99922375,42.94096713
"January22","Colorado",8,2021-12-22,2022-01-24,510,35.51045275,40.42705026
"January22","Connecticut",9,2021-12-22,2022-01-24,406,41.14973344,48.70546994
"January22","Delaware",10,2021-12-22,2022-01-24,466,37.43292016,41.63523957
"January22","Florida",12,2021-12-22,2022-01-24,701,41.01302655,35.50159533
"January22","Georgia",13,2021-12-22,2022-01-24,603,37.70776661,29.2910213
"January22","Hawaii",15,2021-12-22,2022-01-24,482,38.76421085,29.55777965
"January22","Iowa",19,2021-12-22,2022-01-24,430,37.83368948,25.7001767
"January22","Idaho",16,2021-12-22,2022-01-24,462,21.74198721,28.93355295
"January22","Illinois",17,2021-12-22,2022-01-24,641,37.96696131,40.27659103
"January22","Indiana",18,2021-12-22,2022-01-24,494,31.62788749,27.67583871
"January22","Kansas",20,2021-12-22,2022-01-24,408,32.55184497,34.94554598
"January22","Kentucky",21,2021-12-22,2022-01-24,449,32.50707716,46.19084227
"January22","Louisiana",22,2021-12-22,2022-01-24,414,32.10160267,36.98782492
"January22","Massachusetts",25,2021-12-22,2022-01-24,497,43.62771386,48.36455765
"January22","Maryland",24,2021-12-22,2022-01-24,482,43.65042591,54.07000559
"January22","Maine",23,2021-12-22,2022-01-24,446,36.78630717,39.37552034
"January22","Michigan",26,2021-12-22,2022-01-24,576,38.00897123,38.29040631
"January22","Minnesota",27,2021-12-22,2022-01-24,476,36.31651849,39.57708668
"January22","Missouri",29,2021-12-22,2022-01-24,523,32.23688542,27.3250631
"January22","Mississippi",28,2021-12-22,2022-01-24,370,31.06223227,22.07209553
"January22","Montana",30,2021-12-22,2022-01-24,430,33.3935662,36.84496062
"January22","North Carolina",37,2021-12-22,2022-01-24,620,38.33228491,40.48606235
"January22","North Dakota",38,2021-12-22,2022-01-24,421,28.1004589,28.72226128
"January22","Nebraska",31,2021-12-22,2022-01-24,399,25.81967787,31.26371641
"January22","New Hampshire",33,2021-12-22,2022-01-24,342,36.43723199,39.46642741
"January22","New Jersey",34,2021-12-22,2022-01-24,534,45.40633749,47.94152566
"January22","New Mexico",35,2021-12-22,2022-01-24,448,38.84951438,41.78590301
"January22","Nevada",32,2021-12-22,2022-01-24,447,32.78219312,36.9964904
"January22","New York",36,2021-12-22,2022-01-24,1046,47.08734339,46.78151894
"January22","Ohio",39,2021-12-22,2022-01-24,563,32.16128346,32.86202629
"January22","Oklahoma",40,2021-12-22,2022-01-24,445,27.99533304,30.5272154
"January22","Oregon",41,2021-12-22,2022-01-24,456,35.99842809,32.3887039
"January22","Pennsylvania",42,2021-12-22,2022-01-24,616,39.38888875,37.83892055
"January22","Rhode Island",44,2021-12-22,2022-01-24,436,36.00041384,34.06259449
"January22","South Carolina",45,2021-12-22,2022-01-24,445,26.21870245,34.50051279
"January22","South Dakota",46,2021-12-22,2022-01-24,420,32.7290002,37.36609707
"January22","Tennessee",47,2021-12-22,2022-01-24,494,31.78108097,31.26374062
"January22","Texas",48,2021-12-22,2022-01-24,792,35.7639741,30.35648239
"January22","Utah",49,2021-12-22,2022-01-24,412,33.97723933,34.94484846
"January22","Virginia",51,2021-12-22,2022-01-24,523,41.25574868,36.34366744
"January22","Vermont",50,2021-12-22,2022-01-24,356,41.51193082,51.19284322
"January22","Washington",53,2021-12-22,2022-01-24,522,41.75133685,41.87838117
"January22","Wisconsin",55,2021-12-22,2022-01-24,466,42.30053904,38.13341623
"January22","West Virginia",54,2021-12-22,2022-01-24,404,27.24898271,38.68348629
"January22","Wyoming",56,2021-12-22,2022-01-24,391,23.19927618,33.42854928
"March22","United States",NA,2022-03-02,2022-04-09,23376,37.75743667,39.38945061
"March22","Alaska",2,2022-03-02,2022-04-09,290,28.63762737,27.36750179
"March22","Alabama",1,2022-03-02,2022-04-09,443,26.04882561,29.05781688
"March22","Arkansas",5,2022-03-02,2022-04-09,379,30.90453892,34.18211472
"March22","Arizona",4,2022-03-02,2022-04-09,494,38.83923962,27.36927567
"March22","California",6,2022-03-02,2022-04-09,946,42.33571341,42.57883494
"March22","Colorado",8,2022-03-02,2022-04-09,466,34.73827328,38.28478567
"March22","Connecticut",9,2022-03-02,2022-04-09,427,37.47782549,49.31746101
"March22","Delaware",10,2022-03-02,2022-04-09,417,38.02813704,43.08104911
"March22","Florida",12,2022-03-02,2022-04-09,579,39.9993913,37.1886474
"March22","Georgia",13,2022-03-02,2022-04-09,501,36.36082679,30.22697702
"March22","Hawaii",15,2022-03-02,2022-04-09,432,41.19852826,35.96365024
"March22","Iowa",19,2022-03-02,2022-04-09,415,30.13838412,28.94482977
"March22","Idaho",16,2022-03-02,2022-04-09,417,22.49875857,29.02126163
"March22","Illinois",17,2022-03-02,2022-04-09,599,40.32880837,45.43530773
"March22","Indiana",18,2022-03-02,2022-04-09,472,27.36299801,32.40452224
"March22","Kansas",20,2022-03-02,2022-04-09,383,29.44566182,30.77114265
"March22","Kentucky",21,2022-03-02,2022-04-09,449,30.78224814,46.34485847
"March22","Louisiana",22,2022-03-02,2022-04-09,381,31.47768051,42.92748765
"March22","Massachusetts",25,2022-03-02,2022-04-09,498,45.00689076,53.0355641
"March22","Maryland",24,2022-03-02,2022-04-09,450,44.6809287,55.89413538
"March22","Maine",23,2022-03-02,2022-04-09,433,31.6313767,41.82859511
"March22","Michigan",26,2022-03-02,2022-04-09,587,39.20052428,42.99627378
"March22","Minnesota",27,2022-03-02,2022-04-09,476,36.50900246,42.02094346
"March22","Missouri",29,2022-03-02,2022-04-09,493,31.63027398,26.22423663
"March22","Mississippi",28,2022-03-02,2022-04-09,407,31.5224656,27.90395849
"March22","Montana",30,2022-03-02,2022-04-09,387,32.11147454,31.89238576
"March22","North Carolina",37,2022-03-02,2022-04-09,526,35.05724403,39.36912482
"March22","North Dakota",38,2022-03-02,2022-04-09,335,25.85754252,38.39462084
"March22","Nebraska",31,2022-03-02,2022-04-09,412,25.5150746,28.83627894
"March22","New Hampshire",33,2022-03-02,2022-04-09,380,40.89678116,44.04673447
"March22","New Jersey",34,2022-03-02,2022-04-09,490,46.09504801,51.79572257
"March22","New Mexico",35,2022-03-02,2022-04-09,384,34.76091332,36.86444527
"March22","Nevada",32,2022-03-02,2022-04-09,407,36.29361543,39.56320004
"March22","New York",36,2022-03-02,2022-04-09,777,44.39235228,42.57164732
"March22","Ohio",39,2022-03-02,2022-04-09,542,36.43873314,39.46936308
"March22","Oklahoma",40,2022-03-02,2022-04-09,415,26.14256212,22.59960884
"March22","Oregon",41,2022-03-02,2022-04-09,471,37.84661036,37.82336311
"March22","Pennsylvania",42,2022-03-02,2022-04-09,540,36.54855449,36.11538044
"March22","Rhode Island",44,2022-03-02,2022-04-09,398,38.73678724,41.21010866
"March22","South Carolina",45,2022-03-02,2022-04-09,412,34.31847471,32.5258595
"March22","South Dakota",46,2022-03-02,2022-04-09,381,28.21110601,40.62057691
"March22","Tennessee",47,2022-03-02,2022-04-09,506,28.15099303,27.50764426
"March22","Texas",48,2022-03-02,2022-04-09,634,34.10443018,30.00625599
"March22","Utah",49,2022-03-02,2022-04-09,402,30.14569279,34.23786901
"March22","Virginia",51,2022-03-02,2022-04-09,508,38.02921906,29.68072917
"March22","Vermont",50,2022-03-02,2022-04-09,307,37.47345346,58.66145753
"March22","Washington",53,2022-03-02,2022-04-09,499,44.30309467,45.1033984
"March22","Wisconsin",55,2022-03-02,2022-04-09,496,42.00093796,41.44033744
"March22","West Virginia",54,2022-03-02,2022-04-09,389,23.46372732,38.99089202
"March22","Wyoming",56,2022-03-02,2022-04-09,295,15.80187188,39.28103065
"June22","United States",NA,2022-06-08,2022-07-05,24625,35.36998674,38.25777443
"June22","Alaska",2,2022-06-08,2022-07-05,243,17.41011167,28.96119092
"June22","Alabama",1,2022-06-08,2022-07-05,465,24.72760198,31.46128692
"June22","Arkansas",5,2022-06-08,2022-07-05,412,23.10484455,25.788674
"June22","Arizona",4,2022-06-08,2022-07-05,548,29.53585616,23.19029465
"June22","California",6,2022-06-08,2022-07-05,1027,40.58707597,42.56438699
"June22","Colorado",8,2022-06-08,2022-07-05,474,36.02349569,39.30776554
"June22","Connecticut",9,2022-06-08,2022-07-05,463,36.8610448,50.16201972
"June22","Delaware",10,2022-06-08,2022-07-05,381,40.19735858,44.90917751
"June22","Florida",12,2022-06-08,2022-07-05,610,34.43741835,35.28844072
"June22","Georgia",13,2022-06-08,2022-07-05,556,33.72700945,29.54442556
"June22","Hawaii",15,2022-06-08,2022-07-05,401,34.32398865,41.24166357
"June22","Iowa",19,2022-06-08,2022-07-05,438,30.41981695,31.26220576
"June22","Idaho",16,2022-06-08,2022-07-05,429,23.80795389,32.88222985
"June22","Illinois",17,2022-06-08,2022-07-05,660,37.6810918,40.48880541
"June22","Indiana",18,2022-06-08,2022-07-05,499,27.28229514,29.79930198
"June22","Kansas",20,2022-06-08,2022-07-05,421,26.65999852,32.64171617
"June22","Kentucky",21,2022-06-08,2022-07-05,477,31.10955153,43.79743184
"June22","Louisiana",22,2022-06-08,2022-07-05,431,28.09981014,33.47780203
"June22","Massachusetts",25,2022-06-08,2022-07-05,499,43.35675585,53.46929201
"June22","Maryland",24,2022-06-08,2022-07-05,531,41.61292694,52.45415936
"June22","Maine",23,2022-06-08,2022-07-05,408,28.86661497,36.52158608
"June22","Michigan",26,2022-06-08,2022-07-05,623,34.13478729,39.18923947
"June22","Minnesota",27,2022-06-08,2022-07-05,521,39.16246492,43.39187403
"June22","Missouri",29,2022-06-08,2022-07-05,509,31.77068095,26.64805219
"June22","Mississippi",28,2022-06-08,2022-07-05,405,26.75369437,33.99249066
"June22","Montana",30,2022-06-08,2022-07-05,318,27.70265202,30.84125419
"June22","North Carolina",37,2022-06-08,2022-07-05,624,29.780055,32.61468994
"June22","North Dakota",38,2022-06-08,2022-07-05,359,22.05738137,24.77643189
"June22","Nebraska",31,2022-06-08,2022-07-05,422,26.53644144,27.19941272
"June22","New Hampshire",33,2022-06-08,2022-07-05,387,43.28826828,42.57263421
"June22","New Jersey",34,2022-06-08,2022-07-05,526,45.14701802,49.99029379
"June22","New Mexico",35,2022-06-08,2022-07-05,449,34.90838297,42.61262965
"June22","Nevada",32,2022-06-08,2022-07-05,446,33.66259472,36.74765492
"June22","New York",36,2022-06-08,2022-07-05,952,41.06676398,41.75484862
"June22","Ohio",39,2022-06-08,2022-07-05,561,29.07011916,36.57661048
"June22","Oklahoma",40,2022-06-08,2022-07-05,436,25.62531031,26.57728034
"June22","Oregon",41,2022-06-08,2022-07-05,490,35.44552119,37.94250271
"June22","Pennsylvania",42,2022-06-08,2022-07-05,587,36.46346825,37.96143791
"June22","Rhode Island",44,2022-06-08,2022-07-05,365,31.56956927,39.75528455
"June22","South Carolina",45,2022-06-08,2022-07-05,471,30.90909559,35.56988811
"June22","South Dakota",46,2022-06-08,2022-07-05,279,33.75064818,33.02200269
"June22","Tennessee",47,2022-06-08,2022-07-05,511,27.39062877,25.91837788
"June22","Texas",48,2022-06-08,2022-07-05,653,33.45537434,29.78083872
"June22","Utah",49,2022-06-08,2022-07-05,431,25.64629204,35.44811888
"June22","Virginia",51,2022-06-08,2022-07-05,558,34.57580639,32.68212923
"June22","Vermont",50,2022-06-08,2022-07-05,273,31.35732477,50.20466829
"June22","Washington",53,2022-06-08,2022-07-05,559,41.16770808,44.30460733
"June22","Wisconsin",55,2022-06-08,2022-07-05,519,40.00355511,40.05421273
"June22","West Virginia",54,2022-06-08,2022-07-05,408,19.94245047,36.17064933
"June22","Wyoming",56,2022-06-08,2022-07-05,271,14.91214952,31.64869606
"August22","United States",NA,2022-08-11,2022-09-11,26557,37.52890917,39.43348265
"August22","Alaska",2,2022-08-11,2022-09-11,354,25.16408231,33.80763891
"August22","Alabama",1,2022-08-11,2022-09-11,464,28.37354295,34.53802211
"August22","Arkansas",5,2022-08-11,2022-09-11,412,23.9884318,22.40046376
"August22","Arizona",4,2022-08-11,2022-09-11,532,32.90561172,26.78925626
"August22","California",6,2022-08-11,2022-09-11,1367,39.42614401,40.67949699
"August22","Colorado",8,2022-08-11,2022-09-11,430,36.98221326,47.21417637
"August22","Connecticut",9,2022-08-11,2022-09-11,419,47.57547796,51.75388927
"August22","Delaware",10,2022-08-11,2022-09-11,423,39.32680003,43.6372154
"August22","Florida",12,2022-08-11,2022-09-11,1002,33.84723757,34.93018444
"August22","Georgia",13,2022-08-11,2022-09-11,649,33.58076603,34.06187439
"August22","Hawaii",15,2022-08-11,2022-09-11,383,34.95036745,34.75967042
"August22","Iowa",19,2022-08-11,2022-09-11,437,32.67451917,37.03997774
"August22","Idaho",16,2022-08-11,2022-09-11,428,24.54033908,25.23036021
"August22","Illinois",17,2022-08-11,2022-09-11,686,37.17999436,41.34791851
"August22","Indiana",18,2022-08-11,2022-09-11,508,32.7105435,33.28665576
"August22","Kansas",20,2022-08-11,2022-09-11,408,31.22422802,35.82240081
"August22","Kentucky",21,2022-08-11,2022-09-11,440,35.75633057,47.44344048
"August22","Louisiana",22,2022-08-11,2022-09-11,408,31.05747192,29.97767062
"August22","Massachusetts",25,2022-08-11,2022-09-11,542,48.84786198,53.45000715
"August22","Maryland",24,2022-08-11,2022-09-11,530,48.44360164,56.7396048
"August22","Maine",23,2022-08-11,2022-09-11,463,31.59662042,43.19011199
"August22","Michigan",26,2022-08-11,2022-09-11,557,39.6377796,47.94304036
"August22","Minnesota",27,2022-08-11,2022-09-11,433,36.93731495,46.42824346
"August22","Missouri",29,2022-08-11,2022-09-11,537,34.63757552,29.49258398
"August22","Mississippi",28,2022-08-11,2022-09-11,433,35.48746092,29.12129255
"August22","Montana",30,2022-08-11,2022-09-11,412,34.46815634,30.67027151
"August22","North Carolina",37,2022-08-11,2022-09-11,671,37.96788795,39.45391913
"August22","North Dakota",38,2022-08-11,2022-09-11,403,22.33959454,31.97246373
"August22","Nebraska",31,2022-08-11,2022-09-11,398,27.66281881,27.72990984
"August22","New Hampshire",33,2022-08-11,2022-09-11,374,35.03025711,45.87185651
"August22","New Jersey",34,2022-08-11,2022-09-11,602,44.05040147,47.18392894
"August22","New Mexico",35,2022-08-11,2022-09-11,429,35.32605424,43.35433021
"August22","Nevada",32,2022-08-11,2022-09-11,439,30.36731807,30.96128911
"August22","New York",36,2022-08-11,2022-09-11,949,42.2462293,40.95618596
"August22","Ohio",39,2022-08-11,2022-09-11,723,32.59931128,39.91583811
"August22","Oklahoma",40,2022-08-11,2022-09-11,435,30.43503227,22.86576428
"August22","Oregon",41,2022-08-11,2022-09-11,430,39.3180084,32.97617226
"August22","Pennsylvania",42,2022-08-11,2022-09-11,700,36.09159058,37.86890557
"August22","Rhode Island",44,2022-08-11,2022-09-11,425,37.53540321,44.76203531
"August22","South Carolina",45,2022-08-11,2022-09-11,508,32.80849894,35.62776672
"August22","South Dakota",46,2022-08-11,2022-09-11,397,23.55587852,39.10652628
"August22","Tennessee",47,2022-08-11,2022-09-11,547,28.81269835,30.40372296
"August22","Texas",48,2022-08-11,2022-09-11,1076,32.14247963,29.46276218
"August22","Utah",49,2022-08-11,2022-09-11,373,32.68782266,30.85628561
"August22","Virginia",51,2022-08-11,2022-09-11,578,38.82089577,35.57838129
"August22","Vermont",50,2022-08-11,2022-09-11,297,38.89450071,57.09055483
"August22","Washington",53,2022-08-11,2022-09-11,559,42.1652002,44.40123606
"August22","Wisconsin",55,2022-08-11,2022-09-11,497,39.70562216,39.86636618
"August22","West Virginia",54,2022-08-11,2022-09-11,397,23.96786938,43.26715182
"August22","Wyoming",56,2022-08-11,2022-09-11,331,26.58879928,40.53132263
"October22","United States",NA,2022-10-06,2022-11-09,25964,38.11310436,41.56971871
"October22","Alaska",2,2022-10-06,2022-11-09,375,26.66988019,32.60446763
"October22","Alabama",1,2022-10-06,2022-11-09,442,26.59804924,35.58424944
"October22","Arkansas",5,2022-10-06,2022-11-09,406,28.71303603,36.25302467
"October22","Arizona",4,2022-10-06,2022-11-09,479,37.74018272,26.14091588
"October22","California",6,2022-10-06,2022-11-09,1268,42.62237319,46.78922582
"October22","Colorado",8,2022-10-06,2022-11-09,504,36.42474587,49.62828538
"October22","Connecticut",9,2022-10-06,2022-11-09,422,38.45524347,48.40010109
"October22","Delaware",10,2022-10-06,2022-11-09,423,38.40908098,41.15631123
"October22","Florida",12,2022-10-06,2022-11-09,826,39.66036752,41.10676098
"October22","Georgia",13,2022-10-06,2022-11-09,599,36.37774155,37.34773413
"October22","Hawaii",15,2022-10-06,2022-11-09,423,44.2800627,47.01526676
"October22","Iowa",19,2022-10-06,2022-11-09,419,32.21789043,32.24104149
"October22","Idaho",16,2022-10-06,2022-11-09,437,27.54418761,32.0113316
"October22","Illinois",17,2022-10-06,2022-11-09,578,43.81976227,47.29346958
"October22","Indiana",18,2022-10-06,2022-11-09,498,30.64906224,37.84287245
"October22","Kansas",20,2022-10-06,2022-11-09,401,29.17308803,36.43945018
"October22","Kentucky",21,2022-10-06,2022-11-09,475,30.93116643,39.61629933
"October22","Louisiana",22,2022-10-06,2022-11-09,413,32.63623098,41.11993362
"October22","Massachusetts",25,2022-10-06,2022-11-09,484,44.75197541,53.16620169
"October22","Maryland",24,2022-10-06,2022-11-09,508,47.71722645,59.07317938
"October22","Maine",23,2022-10-06,2022-11-09,441,30.6479439,41.77344158
"October22","Michigan",26,2022-10-06,2022-11-09,568,42.90244179,50.17129065
