"Wave_time","State","StateFIPS","Start_Date","End_Date","N_State","Current President","Your State Governor"
"Late Sept","Minnesota",27,2020-09-04,2020-09-30,365,28.97792694,51.0313716
"Late Sept","Missouri",29,2020-09-04,2020-09-30,540,45.00995352,36.40461146
"Late Sept","Mississippi",28,2020-09-04,2020-09-30,389,43.6159321,35.69153427
"Late Sept","Montana",30,2020-09-04,2020-09-30,280,43.39945859,43.21908991
"Late Sept","North Carolina",37,2020-09-04,2020-09-30,561,38.73287905,49.15707982
"Late Sept","North Dakota",38,2020-09-04,2020-09-30,254,37.52114729,48.18666635
"Late Sept","Nebraska",31,2020-09-04,2020-09-30,323,37.39858225,39.10891493
"Late Sept","New Hampshire",33,2020-09-04,2020-09-30,337,28.06376247,63.51050448
"Late Sept","New Jersey",34,2020-09-04,2020-09-30,511,28.77744454,58.00043681
"Late Sept","New Mexico",35,2020-09-04,2020-09-30,387,24.83747224,47.16067034
"Late Sept","Nevada",32,2020-09-04,2020-09-30,334,34.5628454,41.99449308
"Late Sept","New York",36,2020-09-04,2020-09-30,806,29.88578534,56.30870443
"Late Sept","Ohio",39,2020-09-04,2020-09-30,604,39.11611511,56.06653091
"Late Sept","Oklahoma",40,2020-09-04,2020-09-30,377,43.29321453,34.47146868
"Late Sept","Oregon",41,2020-09-04,2020-09-30,406,33.5401581,45.09826255
"Late Sept","Pennsylvania",42,2020-09-04,2020-09-30,678,32.04717971,48.66320347
"Late Sept","Rhode Island",44,2020-09-04,2020-09-30,318,28.90087774,63.19898889
"Late Sept","South Carolina",45,2020-09-04,2020-09-30,382,37.9579863,37.05262344
"Late Sept","South Dakota",46,2020-09-04,2020-09-30,327,36.60993374,38.46967073
"Late Sept","Tennessee",47,2020-09-04,2020-09-30,558,40.31005208,38.11338703
"Late Sept","Texas",48,2020-09-04,2020-09-30,1119,33.05479543,39.59940588
"Late Sept","Utah",49,2020-09-04,2020-09-30,435,41.40309095,43.65836497
"Late Sept","Virginia",51,2020-09-04,2020-09-30,523,36.72285584,47.29500014
"Late Sept","Vermont",50,2020-09-04,2020-09-30,180,18.79825415,72.6777834
"Late Sept","Washington",53,2020-09-04,2020-09-30,554,31.11581964,50.2601199
"Late Sept","Wisconsin",55,2020-09-04,2020-09-30,483,34.91931631,40.75545464
"Late Sept","West Virginia",54,2020-09-04,2020-09-30,336,56.67261955,49.387974
"Late Sept","Wyoming",56,2020-09-04,2020-09-30,179,47.70049068,43.19298954
"October","United States",NA,2020-10-02,2020-10-23,19570,33.99886377,48.60838404
"October","Alaska",2,2020-10-02,2020-10-23,189,30.43411915,44.83000339
"October","Alabama",1,2020-10-02,2020-10-23,366,46.32806675,45.51610337
"October","Arkansas",5,2020-10-02,2020-10-23,215,36.8924849,45.69649826
"October","Arizona",4,2020-10-02,2020-10-23,340,32.53389246,31.17934749
"October","California",6,2020-10-02,2020-10-23,727,25.66328955,50.21237859
"October","Colorado",8,2020-10-02,2020-10-23,223,34.28395023,55.40589215
"October","Connecticut",9,2020-10-02,2020-10-23,262,24.27464318,62.04632293
"October","Delaware",10,2020-10-02,2020-10-23,242,29.62766762,42.92855657
"October","Florida",12,2020-10-02,2020-10-23,695,34.26752116,35.72808675
"October","Georgia",13,2020-10-02,2020-10-23,410,35.88304589,37.45982794
"October","Hawaii",15,2020-10-02,2020-10-23,343,20.1412692,25.84492416
"October","Iowa",19,2020-10-02,2020-10-23,324,32.35804941,29.68607289
"October","Idaho",16,2020-10-02,2020-10-23,289,38.25439551,43.16689996
"October","Illinois",17,2020-10-02,2020-10-23,545,24.16610357,47.42114997
"October","Indiana",18,2020-10-02,2020-10-23,461,40.15580392,49.10719905
"October","Kansas",20,2020-10-02,2020-10-23,308,34.19791859,56.27104241
"October","Kentucky",21,2020-10-02,2020-10-23,457,40.06885621,50.77436893
"October","Louisiana",22,2020-10-02,2020-10-23,267,41.87021672,47.85837876
"October","Massachusetts",25,2020-10-02,2020-10-23,341,24.06565836,62.95875241
"October","Maryland",24,2020-10-02,2020-10-23,398,29.28929459,66.80786114
"October","Maine",23,2020-10-02,2020-10-23,240,36.5022458,54.23830177
"October","Michigan",26,2020-10-02,2020-10-23,449,31.74663564,53.23907443
"October","Minnesota",27,2020-10-02,2020-10-23,381,38.17133047,54.38715761
"October","Missouri",29,2020-10-02,2020-10-23,503,45.34255185,40.91741905
"October","Mississippi",28,2020-10-02,2020-10-23,437,43.31446815,36.50134474
"October","Montana",30,2020-10-02,2020-10-23,260,39.87436716,45.35141029
"October","North Carolina",37,2020-10-02,2020-10-23,562,38.01168253,47.69749772
"October","North Dakota",38,2020-10-02,2020-10-23,290,32.41839628,40.63613378
"October","Nebraska",31,2020-10-02,2020-10-23,359,35.80542714,37.50226477
"October","New Hampshire",33,2020-10-02,2020-10-23,299,27.85620215,54.85411247
"October","New Jersey",34,2020-10-02,2020-10-23,465,30.56543848,61.6795649
"October","New Mexico",35,2020-10-02,2020-10-23,283,34.74484964,46.05898261
"October","Nevada",32,2020-10-02,2020-10-23,310,34.83798302,46.52137958
"October","New York",36,2020-10-02,2020-10-23,657,29.61845742,56.74195448
"October","Ohio",39,2020-10-02,2020-10-23,603,40.12064895,57.50043847
"October","Oklahoma",40,2020-10-02,2020-10-23,310,43.42181918,38.91426616
"October","Oregon",41,2020-10-02,2020-10-23,319,31.53564528,41.8072233
"October","Pennsylvania",42,2020-10-02,2020-10-23,791,37.45488904,46.01634931
"October","Rhode Island",44,2020-10-02,2020-10-23,223,25.10044273,64.8668871
"October","South Carolina",45,2020-10-02,2020-10-23,444,40.61549154,37.48965453
"October","South Dakota",46,2020-10-02,2020-10-23,341,36.07061248,38.68490058
"October","Tennessee",47,2020-10-02,2020-10-23,479,45.35097648,45.23798743
"October","Texas",48,2020-10-02,2020-10-23,622,34.79523462,38.26474302
"October","Utah",49,2020-10-02,2020-10-23,183,42.20472753,49.84156049
"October","Virginia",51,2020-10-02,2020-10-23,399,34.48784006,51.62288173
"October","Vermont",50,2020-10-02,2020-10-23,242,23.40430141,82.98961982
"October","Washington",53,2020-10-02,2020-10-23,466,31.36577203,50.92364431
"October","Wisconsin",55,2020-10-02,2020-10-23,435,27.65192895,38.50227508
"October","West Virginia",54,2020-10-02,2020-10-23,415,47.84448055,46.22530479
"October","Wyoming",56,2020-10-02,2020-10-23,200,42.9855448,44.61714387
"Early November","United States",NA,2020-10-23,2020-11-14,15127,34.50608473,49.16042367
"Early November","Alaska",2,2020-10-23,2020-11-14,232,41.97859646,46.16311511
"Early November","Alabama",1,2020-10-23,2020-11-14,243,51.73650709,51.95251473
"Early November","Arkansas",5,2020-10-23,2020-11-14,320,41.42589001,48.3679376
"Early November","Arizona",4,2020-10-23,2020-11-14,266,38.66809377,39.08821693
"Early November","California",6,2020-10-23,2020-11-14,381,29.40022644,46.34712126
"Early November","Colorado",8,2020-10-23,2020-11-14,340,30.85686527,55.44090221
"Early November","Connecticut",9,2020-10-23,2020-11-14,281,29.14899018,61.996228
"Early November","Delaware",10,2020-10-23,2020-11-14,239,22.17250271,47.83740636
"Early November","Florida",12,2020-10-23,2020-11-14,313,39.22174545,39.35167971
"Early November","Georgia",13,2020-10-23,2020-11-14,249,35.46537188,41.02124336
"Early November","Hawaii",15,2020-10-23,2020-11-14,367,21.47424207,26.82285218
"Early November","Iowa",19,2020-10-23,2020-11-14,338,31.56871536,25.21719467
"Early November","Idaho",16,2020-10-23,2020-11-14,264,41.88443612,36.74767562
"Early November","Illinois",17,2020-10-23,2020-11-14,281,33.09283434,53.13781745
"Early November","Indiana",18,2020-10-23,2020-11-14,232,47.13137432,46.05225073
"Early November","Kansas",20,2020-10-23,2020-11-14,212,35.47758265,42.45903719
"Early November","Kentucky",21,2020-10-23,2020-11-14,323,41.32752689,55.9397286
"Early November","Louisiana",22,2020-10-23,2020-11-14,343,44.83990924,55.03096921
"Early November","Massachusetts",25,2020-10-23,2020-11-14,291,27.20868806,66.2444703
"Early November","Maryland",24,2020-10-23,2020-11-14,258,25.98474553,66.24963221
"Early November","Maine",23,2020-10-23,2020-11-14,457,32.80634579,52.24758562
"Early November","Michigan",26,2020-10-23,2020-11-14,320,37.23972436,53.82042762
"Early November","Minnesota",27,2020-10-23,2020-11-14,413,34.56406864,51.30882375
"Early November","Missouri",29,2020-10-23,2020-11-14,285,40.51697798,34.0249528
"Early November","Mississippi",28,2020-10-23,2020-11-14,312,42.16580545,37.82483953
"Early November","Montana",30,2020-10-23,2020-11-14,342,35.40977736,51.09716145
"Early November","North Carolina",37,2020-10-23,2020-11-14,289,44.79188653,42.76096143
"Early November","North Dakota",38,2020-10-23,2020-11-14,242,43.2770922,47.26947648
"Early November","Nebraska",31,2020-10-23,2020-11-14,285,34.36829822,40.71027954
"Early November","New Hampshire",33,2020-10-23,2020-11-14,241,30.09186695,56.51978494
"Early November","New Jersey",34,2020-10-23,2020-11-14,255,30.15478564,50.66032256
"Early November","New Mexico",35,2020-10-23,2020-11-14,284,34.77191587,53.34153207
"Early November","Nevada",32,2020-10-23,2020-11-14,356,34.3066399,55.84453549
"Early November","New York",36,2020-10-23,2020-11-14,340,26.71892133,56.67297421
"Early November","Ohio",39,2020-10-23,2020-11-14,298,38.94743857,58.00586101
"Early November","Oklahoma",40,2020-10-23,2020-11-14,346,40.53851857,32.51033086
"Early November","Oregon",41,2020-10-23,2020-11-14,292,39.26595855,47.52318795
"Early November","Pennsylvania",42,2020-10-23,2020-11-14,291,34.99508611,49.23201958
"Early November","Rhode Island",44,2020-10-23,2020-11-14,298,27.65871666,55.63450218
"Early November","South Carolina",45,2020-10-23,2020-11-14,369,40.14360067,43.58705108
"Early November","South Dakota",46,2020-10-23,2020-11-14,268,33.88882996,35.29162761
"Early November","Tennessee",47,2020-10-23,2020-11-14,236,40.97695027,34.4922306
"Early November","Texas",48,2020-10-23,2020-11-14,426,32.99020329,39.80532244
"Early November","Utah",49,2020-10-23,2020-11-14,312,36.6757544,36.27394897
"Early November","Virginia",51,2020-10-23,2020-11-14,278,36.85224898,51.85447544
"Early November","Vermont",50,2020-10-23,2020-11-14,200,30.76812056,71.24729856
"Early November","Washington",53,2020-10-23,2020-11-14,247,35.61171825,59.29201607
"Early November","Wisconsin",55,2020-10-23,2020-11-14,260,31.23048677,47.10622445
"Early November","West Virginia",54,2020-10-23,2020-11-14,333,47.1045611,45.91736237
"Early November","Wyoming",56,2020-10-23,2020-11-14,197,49.09819049,47.85774967
"November","United States",NA,2020-11-03,2020-11-30,26642,31.77393563,47.58156962
"November","Alaska",2,2020-11-03,2020-11-30,372,38.59611551,37.94582938
"November","Alabama",1,2020-11-03,2020-11-30,462,46.02426442,46.18562821
"November","Arkansas",5,2020-11-03,2020-11-30,489,36.37214039,35.13916309
"November","Arizona",4,2020-11-03,2020-11-30,529,31.74832462,33.76477829
"November","California",6,2020-11-03,2020-11-30,788,26.83919725,47.05728693
"November","Colorado",8,2020-11-03,2020-11-30,495,30.92710576,48.26700993
"November","Connecticut",9,2020-11-03,2020-11-30,430,20.10293517,63.25317045
"November","Delaware",10,2020-11-03,2020-11-30,427,23.94373927,49.87047349
"November","Florida",12,2020-11-03,2020-11-30,727,34.41928971,38.13284338
"November","Georgia",13,2020-11-03,2020-11-30,607,33.81715982,34.63778387
"November","Hawaii",15,2020-11-03,2020-11-30,386,23.49550302,36.36255104
"November","Iowa",19,2020-11-03,2020-11-30,496,32.13666152,29.49371661
"November","Idaho",16,2020-11-03,2020-11-30,610,33.94866222,33.76094149
"November","Illinois",17,2020-11-03,2020-11-30,574,32.06089599,46.41986179
"November","Indiana",18,2020-11-03,2020-11-30,446,39.91490522,42.98155038
"November","Kansas",20,2020-11-03,2020-11-30,422,30.46896916,52.80722851
"November","Kentucky",21,2020-11-03,2020-11-30,560,39.25659131,55.77193955
"November","Louisiana",22,2020-11-03,2020-11-30,500,40.66761194,49.85853633
"November","Massachusetts",25,2020-11-03,2020-11-30,470,22.27320551,63.00648257
"November","Maryland",24,2020-11-03,2020-11-30,383,28.60694353,65.92773735
"November","Maine",23,2020-11-03,2020-11-30,718,30.28708649,58.47141928
"November","Michigan",26,2020-11-03,2020-11-30,594,33.20522047,54.06969303
"November","Minnesota",27,2020-11-03,2020-11-30,597,34.57475158,54.51332656
"November","Missouri",29,2020-11-03,2020-11-30,538,37.16382681,37.45559652
"November","Mississippi",28,2020-11-03,2020-11-30,568,36.15515178,30.33352739
"November","Montana",30,2020-11-03,2020-11-30,536,36.18965055,46.7134437
"November","North Carolina",37,2020-11-03,2020-11-30,599,32.40561119,51.46790257
"November","North Dakota",38,2020-11-03,2020-11-30,417,34.29512398,31.51281481
"November","Nebraska",31,2020-11-03,2020-11-30,498,31.58936144,36.14733983
"November","New Hampshire",33,2020-11-03,2020-11-30,469,30.92136492,60.21100585
"November","New Jersey",34,2020-11-03,2020-11-30,474,25.92236207,55.74214787
"November","New Mexico",35,2020-11-03,2020-11-30,451,35.1056382,46.28911722
"November","Nevada",32,2020-11-03,2020-11-30,586,26.3015083,47.80405428
"November","New York",36,2020-11-03,2020-11-30,750,31.19305829,61.76048529
"November","Ohio",39,2020-11-03,2020-11-30,568,39.88843467,54.41240003
"November","Oklahoma",40,2020-11-03,2020-11-30,573,36.7310336,34.12685006
"November","Oregon",41,2020-11-03,2020-11-30,514,29.91694288,45.08014085
"November","Pennsylvania",42,2020-11-03,2020-11-30,579,33.06248215,41.4929285
"November","Rhode Island",44,2020-11-03,2020-11-30,557,20.57760119,58.75289781
"November","South Carolina",45,2020-11-03,2020-11-30,573,40.75728318,37.91994152
"November","South Dakota",46,2020-11-03,2020-11-30,453,42.63080926,38.48037176
"November","Tennessee",47,2020-11-03,2020-11-30,461,40.86041043,40.70000619
"November","Texas",48,2020-11-03,2020-11-30,734,35.4155673,37.091502
"November","Utah",49,2020-11-03,2020-11-30,407,35.06517185,38.61953528
"November","Virginia",51,2020-11-03,2020-11-30,488,30.58573802,49.49502261
"November","Vermont",50,2020-11-03,2020-11-30,316,18.0478684,77.39246109
"November","Washington",53,2020-11-03,2020-11-30,537,26.10445507,55.63093926
"November","Wisconsin",55,2020-11-03,2020-11-30,740,28.17629237,47.37497794
"November","West Virginia",54,2020-11-03,2020-11-30,438,47.17806304,51.45001487
"November","Wyoming",56,2020-11-03,2020-11-30,319,44.53270711,43.10344599
"December","United States",NA,2020-12-16,2021-01-10,26113,31.23158311,47.75195388
"December","Alaska",2,2020-12-16,2021-01-10,420,35.76575698,38.34827655
"December","Alabama",1,2020-12-16,2021-01-10,465,44.08034666,45.73194975
"December","Arkansas",5,2020-12-16,2021-01-10,490,38.73623927,40.52116124
"December","Arizona",4,2020-12-16,2021-01-10,478,36.48120061,27.33364981
"December","California",6,2020-12-16,2021-01-10,609,23.92645999,43.2020517
"December","Colorado",8,2020-12-16,2021-01-10,529,28.86138981,52.45034382
"December","Connecticut",9,2020-12-16,2021-01-10,506,27.04463882,59.97174131
"December","Delaware",10,2020-12-16,2021-01-10,550,29.2557643,51.82674797
"December","Florida",12,2020-12-16,2021-01-10,559,33.48501159,37.7289748
"December","Georgia",13,2020-12-16,2021-01-10,493,36.66412642,34.87421069
"December","Hawaii",15,2020-12-16,2021-01-10,619,18.55086286,40.11374211
"December","Iowa",19,2020-12-16,2021-01-10,443,28.53416962,30.32338886
"December","Idaho",16,2020-12-16,2021-01-10,595,37.07739734,29.25890993
"December","Illinois",17,2020-12-16,2021-01-10,542,24.18043085,49.7627008
"December","Indiana",18,2020-12-16,2021-01-10,487,43.35920828,44.11090486
"December","Kansas",20,2020-12-16,2021-01-10,491,32.89310539,49.69009362
"December","Kentucky",21,2020-12-16,2021-01-10,447,39.1167797,54.52026946
"December","Louisiana",22,2020-12-16,2021-01-10,491,43.55901108,46.80287544
"December","Massachusetts",25,2020-12-16,2021-01-10,517,20.68328181,65.06411893
"December","Maryland",24,2020-12-16,2021-01-10,515,25.59670435,65.19791395
"December","Maine",23,2020-12-16,2021-01-10,628,32.03329015,52.92410746
"December","Michigan",26,2020-12-16,2021-01-10,508,35.32824477,52.74156053
"December","Minnesota",27,2020-12-16,2021-01-10,526,29.11098164,55.57555434
"December","Missouri",29,2020-12-16,2021-01-10,495,33.82046281,29.92152209
"December","Mississippi",28,2020-12-16,2021-01-10,518,33.88882687,33.198863
"December","Montana",30,2020-12-16,2021-01-10,563,40.60871024,44.97549091
"December","North Carolina",37,2020-12-16,2021-01-10,534,29.14657899,50.5215671
"December","North Dakota",38,2020-12-16,2021-01-10,518,40.29197484,40.44339636
"December","Nebraska",31,2020-12-16,2021-01-10,602,38.12617817,37.70736621
"December","New Hampshire",33,2020-12-16,2021-01-10,575,27.77431347,57.32940238
"December","New Jersey",34,2020-12-16,2021-01-10,462,28.38992095,54.20760549
"December","New Mexico",35,2020-12-16,2021-01-10,494,26.38889751,50.57380584
"December","Nevada",32,2020-12-16,2021-01-10,498,27.58382801,45.57830348
"December","New York",36,2020-12-16,2021-01-10,540,25.00681801,61.80527426
"December","Ohio",39,2020-12-16,2021-01-10,512,38.77624633,49.26438676
"December","Oklahoma",40,2020-12-16,2021-01-10,519,40.27726731,31.56120754
"December","Oregon",41,2020-12-16,2021-01-10,578,26.82719353,47.07836591
"December","Pennsylvania",42,2020-12-16,2021-01-10,499,34.46769157,43.90167663
"December","Rhode Island",44,2020-12-16,2021-01-10,551,24.10882142,54.0434956
"December","South Carolina",45,2020-12-16,2021-01-10,448,34.33548653,34.83826602
"December","South Dakota",46,2020-12-16,2021-01-10,510,39.51355557,35.44498456
"December","Tennessee",47,2020-12-16,2021-01-10,523,37.57404677,32.78897617
"December","Texas",48,2020-12-16,2021-01-10,565,32.00820724,37.12707453
"December","Utah",49,2020-12-16,2021-01-10,491,34.3591086,39.02292451
"December","Virginia",51,2020-12-16,2021-01-10,465,33.6942256,50.27359266
"December","Vermont",50,2020-12-16,2021-01-10,430,26.33479586,73.55176495
"December","Washington",53,2020-12-16,2021-01-10,556,25.33797521,53.10490791
"December","Wisconsin",55,2020-12-16,2021-01-10,517,31.75346345,45.37945356
"December","West Virginia",54,2020-12-16,2021-01-10,452,46.30296078,52.09855475
"December","Wyoming",56,2020-12-16,2021-01-10,356,45.18002499,38.38212043
"February","United States",NA,2021-02-05,2021-02-28,23348,55.09004681,47.3146278
"February","Alaska",2,2021-02-05,2021-02-28,314,42.42126649,35.87098927
"February","Alabama",1,2021-02-05,2021-02-28,398,49.51587943,52.33031655
"February","Arkansas",5,2021-02-05,2021-02-28,520,38.78348818,44.23387204
"February","Arizona",4,2021-02-05,2021-02-28,420,49.74998132,30.86606191
"February","California",6,2021-02-05,2021-02-28,583,66.89323277,45.27933089
"February","Colorado",8,2021-02-05,2021-02-28,506,48.53759065,50.69230999
"February","Connecticut",9,2021-02-05,2021-02-28,437,54.73960361,56.88890389
"February","Delaware",10,2021-02-05,2021-02-28,412,58.88694262,53.57850892
"February","Florida",12,2021-02-05,2021-02-28,565,57.15973016,36.47853191
"February","Georgia",13,2021-02-05,2021-02-28,492,55.67597469,37.73358333
"February","Hawaii",15,2021-02-05,2021-02-28,390,67.54313789,43.66858493
"February","Iowa",19,2021-02-05,2021-02-28,430,58.21881825,31.32019217
"February","Idaho",16,2021-02-05,2021-02-28,495,41.30380266,33.92679275
"February","Illinois",17,2021-02-05,2021-02-28,507,57.63847631,46.69230778
"February","Indiana",18,2021-02-05,2021-02-28,440,40.5483804,48.8185641
"February","Kansas",20,2021-02-05,2021-02-28,435,47.62821437,45.31183023
"February","Kentucky",21,2021-02-05,2021-02-28,434,42.90193993,51.29484754
"February","Louisiana",22,2021-02-05,2021-02-28,410,41.9325639,45.67438883
"February","Massachusetts",25,2021-02-05,2021-02-28,486,67.90604676,58.9867714
"February","Maryland",24,2021-02-05,2021-02-28,455,61.02429261,62.00185787
"February","Maine",23,2021-02-05,2021-02-28,510,53.92923407,52.85823696
"February","Michigan",26,2021-02-05,2021-02-28,503,51.34462446,52.16503456
"February","Minnesota",27,2021-02-05,2021-02-28,451,49.26511448,51.70046411
"February","Missouri",29,2021-02-05,2021-02-28,440,45.63840482,33.3444751
"February","Mississippi",28,2021-02-05,2021-02-28,466,49.63159785,29.9681155
"February","Montana",30,2021-02-05,2021-02-28,470,43.08416404,39.09752458
"February","North Carolina",37,2021-02-05,2021-02-28,514,55.39647211,49.91862029
"February","North Dakota",38,2021-02-05,2021-02-28,374,36.45487265,38.77801698
"February","Nebraska",31,2021-02-05,2021-02-28,509,46.23694041,37.02697154
"February","New Hampshire",33,2021-02-05,2021-02-28,401,59.18309497,62.51479639
"February","New Jersey",34,2021-02-05,2021-02-28,469,55.7689927,48.28283323
"February","New Mexico",35,2021-02-05,2021-02-28,350,53.25477359,49.41983804
"February","Nevada",32,2021-02-05,2021-02-28,423,53.42258645,45.12154173
"February","New York",36,2021-02-05,2021-02-28,629,63.98204091,55.84498016
"February","Ohio",39,2021-02-05,2021-02-28,560,51.24010574,57.2463324
"February","Oklahoma",40,2021-02-05,2021-02-28,456,37.91717006,35.47208264
"February","Oregon",41,2021-02-05,2021-02-28,478,50.30766825,37.36266132
"February","Pennsylvania",42,2021-02-05,2021-02-28,534,54.51085271,37.99373869
"February","Rhode Island",44,2021-02-05,2021-02-28,400,53.23687219,38.90331116
"February","South Carolina",45,2021-02-05,2021-02-28,422,46.83616155,41.12636593
"February","South Dakota",46,2021-02-05,2021-02-28,464,44.92166681,40.86132487
"February","Tennessee",47,2021-02-05,2021-02-28,486,46.43567551,35.31405113
"February","Texas",48,2021-02-05,2021-02-28,604,52.30998023,43.04264537
"February","Utah",49,2021-02-05,2021-02-28,433,52.66322517,51.14805074
"February","Virginia",51,2021-02-05,2021-02-28,466,56.54666468,45.48594991
"February","Vermont",50,2021-02-05,2021-02-28,337,55.45921822,70.32282197
"February","Washington",53,2021-02-05,2021-02-28,490,60.53281168,55.05678254
"February","Wisconsin",55,2021-02-05,2021-02-28,481,53.51644598,43.92555684
"February","West Virginia",54,2021-02-05,2021-02-28,420,38.24494154,55.05515332
"February","Wyoming",56,2021-02-05,2021-02-28,331,36.17977892,36.59805159
"April","United States",NA,2021-04-01,2021-05-03,23718,59.50231332,52.11402714
"April","Alaska",2,2021-04-01,2021-05-03,225,43.32885112,44.3941033
"April","Alabama",1,2021-04-01,2021-05-03,462,51.76758512,45.47334157
"April","Arkansas",5,2021-04-01,2021-05-03,483,45.93638618,46.46975117
"April","Arizona",4,2021-04-01,2021-05-03,434,55.90492547,38.15394644
"April","California",6,2021-04-01,2021-05-03,808,67.2561039,50.91499487
"April","Colorado",8,2021-04-01,2021-05-03,480,62.68881903,61.25186755
"April","Connecticut",9,2021-04-01,2021-05-03,424,59.77730114,65.14199449
"April","Delaware",10,2021-04-01,2021-05-03,354,62.6646006,57.5407217
"April","Florida",12,2021-04-01,2021-05-03,807,62.13351315,45.02937838
"April","Georgia",13,2021-04-01,2021-05-03,528,58.94437341,43.05327753
"April","Hawaii",15,2021-04-01,2021-05-03,405,54.75357314,37.82361054
"April","Iowa",19,2021-04-01,2021-05-03,396,59.38516138,33.93424311
"April","Idaho",16,2021-04-01,2021-05-03,395,40.47657072,39.72559022
"April","Illinois",17,2021-04-01,2021-05-03,558,61.07795555,51.07709894
"April","Indiana",18,2021-04-01,2021-05-03,455,51.29928919,50.05805325
"April","Kansas",20,2021-04-01,2021-05-03,407,49.36139471,50.25084595
"April","Kentucky",21,2021-04-01,2021-05-03,394,48.34567754,56.2626548
"April","Louisiana",22,2021-04-01,2021-05-03,385,51.45283988,52.98913921
"April","Massachusetts",25,2021-04-01,2021-05-03,475,66.82908042,66.14464962
"April","Maryland",24,2021-04-01,2021-05-03,439,61.49163259,61.44900509
"April","Maine",23,2021-04-01,2021-05-03,519,56.76338087,57.13381318
"April","Michigan",26,2021-04-01,2021-05-03,482,59.40252007,54.74402141
"April","Minnesota",27,2021-04-01,2021-05-03,436,53.92943213,52.75444854
"April","Missouri",29,2021-04-01,2021-05-03,457,46.4300437,41.30669191
"April","Mississippi",28,2021-04-01,2021-05-03,464,55.37099959,44.58811443
"April","Montana",30,2021-04-01,2021-05-03,402,49.07501386,45.0286326
"April","North Carolina",37,2021-04-01,2021-05-03,527,58.15403101,50.1342176
"April","North Dakota",38,2021-04-01,2021-05-03,337,44.76122728,46.20173658
"April","Nebraska",31,2021-04-01,2021-05-03,530,47.51303793,40.81870097
"April","New Hampshire",33,2021-04-01,2021-05-03,536,59.40961628,64.877965
"April","New Jersey",34,2021-04-01,2021-05-03,488,66.78126162,59.55878881
"April","New Mexico",35,2021-04-01,2021-05-03,479,51.3656267,52.74479373
"April","Nevada",32,2021-04-01,2021-05-03,363,57.2752769,50.67013611
"April","New York",36,2021-04-01,2021-05-03,764,70.32037267,58.68410735
"April","Ohio",39,2021-04-01,2021-05-03,568,55.03246483,62.59859012
"April","Oklahoma",40,2021-04-01,2021-05-03,413,45.01134893,47.82291266
"April","Oregon",41,2021-04-01,2021-05-03,392,54.52809076,48.06137244
"April","Pennsylvania",42,2021-04-01,2021-05-03,618,56.76665341,45.28025049
"April","Rhode Island",44,2021-04-01,2021-05-03,377,57.42873612,49.84323277
"April","South Carolina",45,2021-04-01,2021-05-03,430,58.65171334,54.24671902
"April","South Dakota",46,2021-04-01,2021-05-03,356,46.04062895,43.37250731
"April","Tennessee",47,2021-04-01,2021-05-03,461,51.74058791,40.05331731
"April","Texas",48,2021-04-01,2021-05-03,840,61.9260091,44.92372839
"April","Utah",49,2021-04-01,2021-05-03,419,48.82330912,55.74279313
"April","Virginia",51,2021-04-01,2021-05-03,457,66.70693374,61.49064255
"April","Vermont",50,2021-04-01,2021-05-03,302,66.6330651,75.20027481
"April","Washington",53,2021-04-01,2021-05-03,443,57.15009762,56.05316399
"April","Wisconsin",55,2021-04-01,2021-05-03,479,61.85686981,54.08634256
"April","West Virginia",54,2021-04-01,2021-05-03,410,39.65803351,59.95040095
"April","Wyoming",56,2021-04-01,2021-05-03,300,33.00342253,43.98832338
"June","United States",NA,2021-06-09,2021-07-15,22275,57.22484617,52.81454676
"June","Alaska",2,2021-06-09,2021-07-15,239,41.89323867,46.66455916
"June","Alabama",1,2021-06-09,2021-07-15,417,41.79209318,50.20814502
"June","Arkansas",5,2021-06-09,2021-07-15,399,43.88309788,45.60309586
"June","Arizona",4,2021-06-09,2021-07-15,456,47.81928758,35.58751244
"June","California",6,2021-06-09,2021-07-15,773,61.78137464,51.55506611
"June","Colorado",8,2021-06-09,2021-07-15,464,56.7126274,55.46752966
"June","Connecticut",9,2021-06-09,2021-07-15,428,63.2032832,71.0383643
"June","Delaware",10,2021-06-09,2021-07-15,373,55.57234688,53.44998801
"June","Florida",12,2021-06-09,2021-07-15,705,59.33241647,47.40506982
"June","Georgia",13,2021-06-09,2021-07-15,455,55.71011877,41.12537669
"June","Hawaii",15,2021-06-09,2021-07-15,330,52.66334382,42.51368782
"June","Iowa",19,2021-06-09,2021-07-15,424,56.42690522,38.30100425
"June","Idaho",16,2021-06-09,2021-07-15,401,41.98677531,42.43691575
"June","Illinois",17,2021-06-09,2021-07-15,546,62.22750881,54.40993042
"June","Indiana",18,2021-06-09,2021-07-15,413,43.5766184,42.47997194
"June","Kansas",20,2021-06-09,2021-07-15,423,51.77860825,46.58481168
"June","Kentucky",21,2021-06-09,2021-07-15,434,48.52499466,60.58855312
"June","Louisiana",22,2021-06-09,2021-07-15,466,46.74911418,50.52349316
"June","Massachusetts",25,2021-06-09,2021-07-15,386,63.39386825,66.66181765
"June","Maryland",24,2021-06-09,2021-07-15,444,66.02499351,71.09746771
"June","Maine",23,2021-06-09,2021-07-15,431,55.61978006,55.06631054
"June","Michigan",26,2021-06-09,2021-07-15,466,59.07010139,55.44141695
"June","Minnesota",27,2021-06-09,2021-07-15,465,54.11888769,50.26568914
