FIPS_x,Years of Potential Life Lost Rate (premature death),% Fair/Poor Health,percent_smokers,percent_obese,Food Environment Index,% Physically Inactive,percent Excessive Drinking,Percent Uninsured,PCP Rate,Preventable Hosp stays Rate,Percent Vaccinated Flu,High School Graduation Rate,Percent Some College,Percent Unemployed,Income Ratio,Average Daily PM2.5,Presence of water violation,Percent Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Life Expectancy,Number pre-mature Deaths,Percent Diabetic,HIV Prevalence Rate,Percent Food Insecure,Percent Insufficient Sleep,Percent Uninsured Adults,Percent Uninsured children,Median Household Income,Segregation Index non-white/ white,Population,percent < 18,percent 65 and over,percent African American,percent American Indian/Alaskan Native,percent Asian,percent Native Hawaiian/Other Pacific Islander,percent Hispanic,percent Non-Hispanic White,percent Not Proficient in English,percent Female,number Rural,State,cases_2022,Masks,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_65PlusPop_Pct
36073,7276.0,18,22,36,8.1,31,19,6.0,7.0,4876.0,47.0,89.0,54,5.9,4.2,9.0,No,17,13,2,2,77.8,533.0,15,720.0,12,36,7.0,3.0,48799.0,33.0,40983,19.8,17.4,6.0,0.8,0.6,0.1,4.8,86.4,1,50.3,26107.0,NY,10302.0,434.0,50.3,79.8
36075,7286.0,16,22,33,8.1,26,24,5.0,40.0,4521.0,47.0,84.0,58,6.5,4.3,8.2,Yes,16,14,2,1,78.0,1572.0,12,83.0,13,34,6.0,2.0,52732.0,31.0,118478,21.1,15.9,0.9,0.5,0.7,0.0,2.6,94.0,0,49.8,75408.0,NY,33711.0,434.0,54.6,85.7
36077,6793.0,15,17,29,7.9,23,20,6.0,113.0,3907.0,49.0,86.0,64,5.1,4.4,7.8,Yes,17,14,3,1,79.5,729.0,9,103.0,11,34,7.0,3.0,51561.0,35.0,60094,16.1,20.6,1.9,0.3,1.6,0.1,3.7,91.2,1,51.5,43934.0,NY,12956.0,434.0,56.7,83.1
36079,4962.0,11,15,23,9.4,21,24,5.0,51.0,3890.0,46.0,93.0,69,4.3,4.1,9.3,No,19,17,2,1,81.7,943.0,7,165.0,5,30,6.0,3.0,98765.0,22.0,99323,20.0,16.7,2.7,0.4,2.3,0.1,15.1,78.6,3,50.0,20490.0,NY,30700.0,434.0,68.1,87.5
36081,4281.0,18,12,24,8.8,28,17,11.0,64.0,4030.0,41.0,78.0,64,4.0,4.9,8.1,Yes,33,26,9,1,83.6,17755.0,11,798.0,11,39,14.0,3.0,64046.0,49.0,2358582,20.1,15.0,17.8,1.3,27.1,0.2,28.0,25.0,15,51.5,0.0,NY,842174.0,434.0,78.0,86.9
36083,6217.0,14,17,31,8.3,22,22,5.0,54.0,4420.0,50.0,86.0,72,4.5,4.5,9.1,Yes,15,13,1,1,79.2,1849.0,9,208.0,11,36,6.0,2.0,63457.0,52.0,159722,19.7,16.5,6.8,0.3,2.8,0.0,5.0,83.1,1,50.6,48645.0,NY,40815.0,434.0,65.5,92.1
36085,5606.0,18,16,28,9.1,28,19,5.0,98.0,3843.0,42.0,80.0,68,4.6,5.7,9.8,Yes,24,21,4,1,80.7,4902.0,11,527.0,9,43,7.0,2.0,78466.0,45.0,479458,21.9,15.8,9.6,0.6,9.5,0.1,18.6,60.9,5,51.5,0.0,NY,205936.0,434.0,64.6,88.0
36087,4273.0,14,12,24,8.8,25,16,7.0,90.0,3559.0,49.0,85.0,64,4.4,5.4,9.7,Yes,27,23,6,2,83.3,2372.0,9,259.0,9,35,8.0,3.0,87873.0,44.0,328868,27.9,15.5,11.5,0.5,6.5,0.1,18.0,62.7,8,51.0,2236.0,NY,115827.0,434.0,59.1,89.1
36089,6664.0,17,18,33,7.7,28,21,7.0,49.0,5296.0,52.0,85.0,59,6.8,4.7,7.9,Yes,16,13,2,3,79.3,1350.0,10,273.0,13,38,8.0,4.0,49607.0,30.0,109623,20.3,16.7,2.3,1.0,1.1,0.1,2.4,92.0,1,48.9,69396.0,NY,25819.0,434.0,55.8,84.2
36091,4907.0,11,16,26,8.9,20,22,4.0,70.0,4069.0,51.0,91.0,78,4.0,3.9,9.4,Yes,12,11,1,0,80.9,2265.0,9,118.0,8,33,5.0,2.0,82732.0,30.0,229869,20.4,17.5,1.7,0.2,2.9,0.1,3.2,90.3,1,50.5,65798.0,NY,60105.0,434.0,73.4,95.5
36093,7134.0,14,16,29,8.3,22,22,5.0,79.0,4295.0,52.0,78.0,67,4.5,4.6,9.0,No,16,15,1,1,78.8,1852.0,10,239.0,11,36,6.0,2.0,61841.0,50.0,155565,21.6,16.9,10.5,0.7,5.0,0.2,7.0,73.9,1,51.3,12620.0,NY,42605.0,434.0,66.5,94.2
36095,6068.0,14,18,35,8.1,26,19,6.0,26.0,3965.0,49.0,83.0,59,5.5,4.3,7.5,Yes,15,14,1,1,80.6,395.0,12,120.0,11,34,6.0,3.0,51007.0,28.0,31420,17.6,21.1,1.3,0.3,0.8,0.0,3.2,93.2,0,49.9,27131.0,NY,6446.0,434.0,52.5,76.0
36099,7170.0,15,18,37,8.3,29,19,6.0,20.0,4463.0,52.0,83.0,54,4.6,4.2,8.3,Yes,13,11,1,1,78.1,465.0,12,331.0,11,35,7.0,4.0,54563.0,31.0,34498,20.0,18.7,5.0,0.5,0.8,0.0,3.4,89.0,1,47.5,20677.0,NY,7462.0,434.0,50.1,77.1
36101,6708.0,16,19,32,8.3,25,19,6.0,59.0,3748.0,49.0,86.0,62,5.8,4.4,7.9,Yes,13,11,2,1,79.0,1274.0,12,109.0,12,35,7.0,3.0,50807.0,43.0,96281,21.7,19.2,1.4,0.3,1.6,0.0,1.7,93.7,1,50.2,59761.0,NY,24882.0,434.0,54.7,83.0
36103,5779.0,14,15,24,9.4,24,19,6.0,74.0,4238.0,49.0,90.0,66,4.5,4.4,9.0,No,23,21,3,1,80.7,14659.0,9,233.0,6,36,7.0,3.0,94108.0,48.0,1492953,21.4,16.4,7.3,0.6,4.2,0.1,19.5,67.5,4,50.7,38844.0,NY,554259.0,434.0,69.5,95.6
36105,7685.0,19,18,32,8.3,27,18,7.0,33.0,3914.0,47.0,78.0,54,4.9,4.8,8.4,Yes,20,18,2,1,78.1,1106.0,11,526.0,11,37,8.0,4.0,52504.0,36.0,75485,21.1,18.5,8.2,0.7,1.7,0.1,16.2,71.8,2,48.6,57513.0,NY,23848.0,434.0,55.5,80.1
36107,6430.0,15,17,33,8.8,26,19,5.0,33.0,4514.0,46.0,87.0,61,5.2,4.5,8.7,No,11,9,1,1,79.8,578.0,12,74.0,10,36,6.0,2.0,57190.0,35.0,48578,21.2,19.7,0.8,0.2,0.8,0.0,2.0,94.9,0,50.3,33568.0,NY,13779.0,434.0,56.3,82.8
36109,5419.0,15,15,25,7.8,17,21,6.0,88.0,2290.0,52.0,83.0,81,4.4,5.6,8.2,Yes,20,19,1,1,80.8,883.0,7,148.0,14,32,6.0,4.0,56539.0,46.0,104802,14.8,13.8,3.9,0.5,11.3,0.1,5.0,76.7,1,50.8,44021.0,NY,25960.0,434.0,74.6,95.7
36111,6657.0,14,16,28,8.2,21,23,6.0,73.0,4776.0,47.0,86.0,64,4.6,4.7,8.9,Yes,21,19,2,1,79.6,2216.0,8,381.0,10,34,8.0,3.0,62531.0,32.0,179417,17.9,19.3,6.0,0.4,2.2,0.0,10.3,79.1,1,50.5,84020.0,NY,41820.0,434.0,67.7,88.2
36113,6427.0,11,18,30,8.5,20,22,5.0,122.0,4022.0,52.0,88.0,65,5.3,4.1,8.5,No,16,15,1,1,79.3,889.0,9,134.0,10,31,6.0,3.0,58859.0,36.0,64532,18.3,21.6,1.2,0.3,1.0,0.0,2.6,93.7,0,50.9,22294.0,NY,18445.0,434.0,72.1,94.3
36115,6609.0,14,19,35,8.4,24,20,6.0,31.0,3817.0,44.0,80.0,55,4.7,4.1,8.9,Yes,16,14,1,1,79.0,796.0,12,361.0,11,36,7.0,2.0,53609.0,25.0,61620,19.2,18.9,3.0,0.3,0.6,0.0,2.8,92.4,0,48.2,42923.0,NY,15395.0,434.0,61.0,94.9
36117,7112.0,16,21,36,8.6,29,19,5.0,28.0,5846.0,51.0,87.0,64,5.0,3.8,8.6,No,12,11,1,1,78.7,1197.0,11,154.0,10,36,6.0,3.0,52709.0,39.0,90670,21.6,18.3,2.8,0.4,0.7,0.0,4.5,89.9,1,50.4,56917.0,NY,21413.0,434.0,57.2,84.8
36119,4144.0,14,11,21,9.2,21,19,8.0,139.0,3976.0,49.0,90.0,72,4.6,6.1,10.4,Yes,25,21,4,1,83.5,7174.0,8,403.0,8,33,9.0,3.0,90483.0,45.0,980244,22.2,16.6,13.7,1.0,6.5,0.1,24.9,53.4,6,51.5,31069.0,NY,326202.0,434.0,74.1,92.9
36121,6255.0,16,22,36,8.3,25,19,5.0,42.0,4997.0,51.0,94.0,53,5.7,3.9,8.8,Yes,9,8,1,0,78.7,509.0,12,453.0,10,36,6.0,3.0,53986.0,18.0,40493,18.9,17.2,5.3,0.4,0.6,0.0,3.4,89.8,1,45.7,27014.0,NY,9782.0,434.0,46.9,79.8
36123,6583.0,13,16,30,8.9,29,19,10.0,44.0,4144.0,51.0,79.0,51,4.5,4.6,7.9,Yes,16,14,3,1,79.0,281.0,14,33.0,10,29,10.0,7.0,49198.0,21.0,24955,22.1,20.0,0.9,0.3,0.7,0.0,2.3,94.9,1,51.3,18054.0,NY,4348.0,434.0,49.1,83.5
37001,7833.0,20,19,32,7.2,24,16,14.0,47.0,4491.0,51.0,81.0,61,4.3,4.6,10.5,No,17,14,3,1,77.4,2256.0,12,290.0,15,33,17.0,5.0,47914.0,38.0,162391,22.6,16.8,19.6,1.4,1.7,0.1,12.9,63.8,3,52.4,43160.0,NC,58809.17778261501,322.0,55.8,84.3
37003,8854.0,17,19,31,8.1,29,17,13.0,19.0,5367.0,43.0,85.0,43,3.7,4.6,10.1,No,14,10,3,1,77.0,593.0,12,160.0,13,33,16.0,5.0,48577.0,43.0,37286,20.4,19.9,5.8,0.5,1.1,0.0,4.8,86.6,1,49.2,27072.0,NC,12330.039327202185,322.0,42.8,71.6
37007,10904.0,23,22,36,6.5,28,15,13.0,43.0,6436.0,42.0,84.0,47,5.3,5.1,10.2,Yes,17,13,3,1,74.0,493.0,14,407.0,22,37,16.0,4.0,41266.0,26.0,24991,19.7,17.8,48.4,1.0,1.2,0.1,4.1,44.6,1,47.8,21157.0,NC,8033.025639192058,322.0,35.9,69.2
37009,7317.0,17,17,29,8.1,25,16,16.0,52.0,4577.0,50.0,87.0,59,4.2,4.8,8.5,Yes,13,12,1,0,78.6,395.0,12,55.0,13,32,19.0,7.0,40611.0,48.0,26957,17.9,24.9,0.8,0.4,0.6,0.0,5.3,92.1,1,50.7,23152.0,NC,7361.028530759288,322.0,53.7,75.0
37011,8399.0,18,19,29,8.4,25,18,18.0,34.0,4617.0,47.0,94.0,53,4.4,4.4,8.5,No,11,9,2,1,77.6,281.0,13,197.0,13,31,22.0,8.0,40682.0,37.0,17536,15.4,21.2,4.4,0.7,0.5,0.1,5.4,88.4,1,45.5,15801.0,NC,5402.018413944816,322.0,53.8,85.5
37013,10218.0,19,18,36,7.4,26,16,13.0,44.0,3964.0,49.0,83.0,54,5.1,5.2,9.2,Yes,15,13,1,1,75.7,914.0,13,222.0,16,32,16.0,5.0,43497.0,28.0,47088,20.5,23.3,24.5,1.0,0.5,0.1,7.8,65.8,1,52.3,31330.0,NC,15518.049287744072,322.0,52.9,86.0
37015,10814.0,24,20,38,6.4,27,13,13.0,20.0,5261.0,40.0,84.0,43,6.1,4.8,9.1,No,20,18,1,1,76.4,379.0,15,441.0,23,38,16.0,4.0,33022.0,14.0,19224,17.9,21.8,61.0,0.7,0.6,0.1,2.3,34.6,0,49.8,17716.0,NC,5207.019871789737,322.0,52.0,79.9
37017,11812.0,24,21,40,6.7,29,13,17.0,21.0,6304.0,26.0,90.0,53,6.0,5.8,10.0,No,21,19,2,1,74.6,695.0,15,299.0,21,35,20.0,7.0,38059.0,24.0,33478,20.9,20.8,33.7,3.0,0.3,0.0,7.9,54.4,1,52.3,32105.0,NC,11360.034319137794,322.0,39.4,70.0
37019,8829.0,16,15,29,7.8,22,15,15.0,46.0,4083.0,55.0,84.0,62,5.7,4.3,9.3,No,16,15,1,0,78.4,2170.0,12,155.0,14,31,18.0,5.0,56227.0,40.0,130897,15.8,30.5,10.3,0.8,0.8,0.1,4.8,81.9,1,52.1,46153.0,NC,39080.1497909437,322.0,64.0,92.4
37021,7362.0,15,16,22,7.7,18,17,11.0,143.0,2810.0,52.0,88.0,71,3.5,4.4,9.0,Yes,16,13,3,1,78.6,3393.0,9,293.0,13,29,14.0,5.0,50271.0,38.0,257607,18.8,19.4,6.1,0.5,1.4,0.2,6.6,83.6,2,52.0,57386.0,NC,67885.27393954892,322.0,65.0,86.7
37023,9790.0,16,20,33,6.9,25,16,14.0,54.0,4127.0,51.0,89.0,51,4.3,4.5,10.1,No,14,11,3,0,76.3,1486.0,12,107.0,14,34,17.0,5.0,42179.0,28.0,89293,19.2,19.9,6.0,0.9,3.8,0.7,6.3,82.0,2,50.5,38776.0,NC,30679.09490150918,322.0,44.5,70.6
37025,6642.0,14,17,32,7.9,23,17,10.0,87.0,5531.0,49.0,89.0,71,4.2,4.1,11.0,Yes,14,11,3,1,78.1,2244.0,10,200.0,12,31,12.0,4.0,62167.0,26.0,206872,25.9,13.0,17.5,0.7,4.1,0.1,10.4,65.9,2,51.3,34273.0,NC,69043.22701791862,322.0,53.8,87.3
37027,9615.0,17,18,34,6.7,24,17,14.0,45.0,4670.0,52.0,89.0,53,4.5,4.4,9.9,Yes,14,13,2,0,75.6,1443.0,13,102.0,14,31,17.0,4.0,44798.0,42.0,81981,20.5,19.3,4.7,0.6,0.7,0.1,5.5,87.5,1,50.6,28585.0,NC,28593.086189050355,322.0,44.7,76.9
37029,6820.0,14,16,32,8.5,23,18,10.0,19.0,3683.0,47.0,83.0,69,4.5,3.5,8.4,No,15,12,1,1,78.7,128.0,12,174.0,12,31,12.0,5.0,64086.0,13.0,10581,23.4,15.7,11.7,0.5,2.2,0.1,2.8,80.3,1,49.9,9935.0,NC,2119.0113974106234,322.0,44.5,76.5
37031,8163.0,14,18,28,7.8,24,18,12.0,77.0,3957.0,46.0,85.0,70,4.5,4.5,8.7,Yes,16,14,2,1,78.4,1136.0,11,108.0,13,33,15.0,5.0,53192.0,35.0,68881,17.9,24.2,5.6,0.6,1.3,0.2,4.2,86.5,1,50.9,21671.0,NC,17751.072863928246,322.0,47.6,73.3
37033,8845.0,19,19,31,7.1,25,15,13.0,13.0,5789.0,46.0,84.0,53,4.9,4.9,10.2,No,15,13,2,1,76.7,412.0,14,311.0,18,34,16.0,5.0,44998.0,24.0,22646,18.7,20.9,32.4,0.7,0.5,0.0,4.0,61.0,1,49.0,23528.0,NC,6377.023707285334,322.0,48.0,81.5
37035,8803.0,19,17,31,7.7,27,17,13.0,67.0,3639.0,53.0,92.0,59,4.2,4.4,10.5,No,13,11,3,1,76.1,2416.0,12,177.0,13,33,16.0,4.0,53348.0,31.0,157974,22.5,17.3,8.5,0.6,4.4,0.1,9.8,75.4,3,51.1,46763.0,NC,58213.16733857204,322.0,52.2,88.1
37037,6226.0,15,15,27,8.5,23,16,14.0,97.0,3255.0,60.0,86.0,65,3.9,5.5,10.3,Yes,15,13,2,1,82.2,777.0,12,176.0,11,31,16.0,6.0,63373.0,31.0,71472,20.3,23.7,12.1,1.2,2.0,0.1,12.5,71.6,4,52.0,41864.0,NC,17176.0781048283,322.0,57.6,80.5
37039,10945.0,18,18,29,8.0,29,15,15.0,39.0,5002.0,38.0,92.0,61,5.1,4.2,9.0,No,13,12,1,1,76.6,523.0,13,93.0,14,32,18.0,6.0,38283.0,12.0,28087,17.4,28.8,1.4,1.5,0.7,0.1,3.2,91.2,1,51.3,27444.0,NC,8437.030008531587,322.0,52.1,85.9
37041,10767.0,21,19,34,6.1,29,14,12.0,76.0,4160.0,48.0,89.0,47,5.5,4.7,8.6,Yes,21,16,5,1,75.7,264.0,15,130.0,20,35,15.0,5.0,43182.0,35.0,14105,20.6,24.0,34.3,0.4,0.9,0.2,3.8,59.5,1,52.6,10003.0,NC,4903.014623548019,322.0,55.2,87.2
37043,9521.0,17,18,29,8.4,27,15,15.0,55.0,3606.0,46.0,86.0,62,5.0,4.3,8.5,No,20,17,1,3,77.0,189.0,13,95.0,13,31,18.0,7.0,43684.0,26.0,11074,17.9,30.2,1.1,0.5,0.3,0.0,3.6,93.2,0,51.4,10587.0,NC,3233.0117791772072,322.0,44.5,75.0
37045,10058.0,18,21,31,6.9,29,16,12.0,49.0,5374.0,48.0,88.0,54,4.7,4.8,10.6,No,15,14,2,1,74.6,1774.0,13,226.0,17,34,15.0,4.0,39911.0,29.0,97334,22.1,18.2,20.6,0.4,1.0,0.0,3.6,73.1,1,52.0,54718.0,NC,35392.10272772415,322.0,46.9,80.3
37047,11719.0,23,21,37,7.2,27,15,15.0,37.0,6123.0,44.0,84.0,54,5.6,5.6,9.7,No,18,16,2,1,74.0,1166.0,16,311.0,19,38,19.0,5.0,37639.0,26.0,55936,21.3,19.6,30.1,3.6,0.6,0.1,5.5,59.2,1,50.7,46824.0,NC,18522.05821730642,322.0,43.8,68.5
37049,9474.0,17,17,31,7.2,23,18,12.0,71.0,3631.0,55.0,86.0,66,4.7,4.1,9.4,No,15,13,2,1,76.6,1546.0,14,272.0,15,36,15.0,4.0,51390.0,34.0,102578,22.0,18.5,21.0,0.7,3.2,0.2,7.2,65.6,2,49.4,28680.0,NC,30687.10712433272,322.0,55.8,92.6
37051,9248.0,22,18,34,6.1,25,16,11.0,72.0,5778.0,39.0,82.0,72,5.8,4.3,10.6,No,16,15,2,1,76.4,4261.0,13,482.0,19,38,14.0,4.0,44065.0,27.0,332546,24.7,11.8,36.7,1.8,2.8,0.4,11.6,43.5,1,50.2,42702.0,NC,110134.3518849582,322.0,60.8,94.6
37053,6867.0,14,17,28,8.6,24,19,12.0,27.0,5137.0,45.0,87.0,67,4.5,3.7,8.5,Yes,16,13,3,0,78.3,339.0,13,80.0,11,31,14.0,5.0,62397.0,21.0,26331,22.4,15.8,5.5,0.6,0.8,0.1,3.8,87.6,0,50.5,23150.0,NC,6066.029118092494,322.0,53.6,99.9
37055,7286.0,14,16,24,8.0,23,18,13.0,64.0,2606.0,47.0,91.0,66,6.0,3.6,8.2,No,17,15,1,0,79.2,531.0,10,75.0,11,29,15.0,6.0,57316.0,26.0,36099,19.1,20.6,2.5,0.6,0.7,0.1,7.3,87.6,2,50.6,9823.0,NC,9531.038815383248,322.0,73.6,99.9
37057,8931.0,17,18,33,7.7,26,18,13.0,23.0,4460.0,51.0,87.0,58,4.3,4.2,10.8,Yes,15,12,3,1,76.3,2646.0,14,186.0,13,32,16.0,5.0,47595.0,49.0,165466,22.2,17.9,9.4,0.8,1.6,0.1,7.2,80.0,2,51.1,77179.0,NC,53293.17578987735,322.0,44.8,75.4
37059,7526.0,16,16,36,8.4,27,17,12.0,40.0,3568.0,55.0,87.0,61,4.0,4.4,10.4,No,11,8,2,1,78.0,618.0,12,73.0,12,30,15.0,5.0,58147.0,42.0,42456,21.4,20.4,6.2,0.7,0.9,0.0,6.9,84.2,2,51.3,28987.0,NC,14070.044937283112,322.0,54.6,84.6
37061,7699.0,28,22,39,7.7,31,14,20.0,24.0,4531.0,43.0,81.0,43,4.9,4.7,9.9,No,17,12,5,2,78.5,836.0,17,296.0,16,35,25.0,7.0,39470.0,27.0,59039,24.2,17.8,24.2,1.4,0.7,0.4,22.6,51.3,8,51.1,50586.0,NC,19982.06160810688,322.0,41.4,63.1
37063,6165.0,17,16,26,6.9,19,17,13.0,119.0,3978.0,56.0,82.0,74,4.1,4.9,10.6,No,18,15,3,1,80.0,2942.0,8,677.0,17,34,15.0,5.0,60045.0,37.0,311640,21.2,12.7,36.6,0.9,5.2,0.1,13.7,42.5,6,52.2,15059.0,NC,98096.33717960306,322.0,67.8,92.8
37065,11642.0,25,22,37,5.4,29,13,12.0,32.0,6535.0,48.0,77.0,48,7.8,5.1,10.2,No,20,17,3,1,74.4,1011.0,16,608.0,25,40,15.0,3.0,35130.0,42.0,52747,23.0,18.9,57.3,0.8,0.3,0.1,4.7,36.3,1,53.7,25622.0,NC,16828.0539843121,322.0,45.3,76.1
37067,7427.0,19,18,33,6.6,23,17,12.0,110.0,4183.0,51.0,84.0,67,4.4,4.9,9.4,No,17,14,2,1,78.0,4609.0,12,465.0,16,34,16.0,5.0,50803.0,43.0,376320,23.2,15.6,25.7,0.8,2.5,0.1,13.0,56.8,3,52.5,25762.0,NC,118839.40095454994,322.0,60.3,91.7
37069,7966.0,18,19,35,7.8,28,17,13.0,11.0,5274.0,53.0,86.0,59,4.7,4.6,10.6,Yes,15,13,2,1,78.0,898.0,11,217.0,15,35,16.0,5.0,53076.0,27.0,66168,22.3,16.4,25.4,0.9,0.6,0.1,8.4,63.5,2,50.4,51719.0,NC,25433.073086275814,322.0,50.5,82.9
37071,9309.0,18,18,30,7.0,30,16,11.0,60.0,5556.0,49.0,86.0,61,4.6,4.7,10.9,Yes,17,14,4,1,75.6,3526.0,12,321.0,15,35,14.0,5.0,50016.0,36.0,220182,22.8,15.8,16.6,0.6,1.6,0.1,7.1,72.5,1,51.7,40491.0,NC,78618.2354881025,322.0,47.5,81.5
37077,7054.0,19,18,33,7.5,26,16,12.0,46.0,4789.0,48.0,81.0,59,3.9,4.3,10.5,Yes,17,14,2,1,78.4,832.0,12,569.0,16,36,14.0,4.0,53142.0,33.0,59557,20.4,16.7,31.5,0.8,0.7,0.1,8.0,58.0,1,48.9,32804.0,NC,18488.0633931803,322.0,56.3,78.7
37081,7347.0,16,19,33,6.8,22,18,11.0,79.0,4522.0,52.0,89.0,70,4.8,4.7,10.5,Yes,17,15,2,1,78.4,6101.0,11,503.0,18,34,14.0,4.0,52284.0,46.0,526953,22.4,14.8,33.8,0.7,5.2,0.1,8.1,50.5,3,52.6,62000.0,NC,152546.56339308494,322.0,59.7,92.3
37083,10270.0,24,22,38,5.4,31,13,14.0,52.0,7141.0,47.0,75.0,47,7.4,5.7,9.8,Yes,20,18,1,1,75.5,987.0,16,408.0,25,37,17.0,4.0,34027.0,34.0,51310,21.3,20.1,52.9,4.0,0.9,0.1,3.0,38.4,0,51.9,29919.0,NC,17805.05245095291,322.0,51.3,84.3
37085,8190.0,21,19,34,7.6,30,17,13.0,28.0,7830.0,46.0,86.0,64,5.1,4.4,10.9,No,16,13,3,1,76.8,1610.0,10,257.0,15,35,16.0,5.0,51406.0,18.0,132754,26.4,12.1,20.7,1.7,1.3,0.2,12.9,61.4,2,50.4,64129.0,NC,40946.14261289288,322.0,38.2,77.3
37087,8530.0,17,17,29,7.7,24,16,11.0,73.0,4909.0,49.0,85.0,63,4.1,4.9,8.7,No,16,13,2,1,77.5,1011.0,11,102.0,13,32,14.0,4.0,47872.0,39.0,61084,18.3,24.4,1.2,0.6,0.5,0.0,3.9,92.7,1,51.8,32730.0,NC,16529.06535864892,322.0,55.9,84.8
37089,7144.0,16,15,29,8.1,24,16,14.0,89.0,2685.0,49.0,91.0,66,3.9,4.2,9.2,Yes,14,12,2,1,79.3,1546.0,10,115.0,11,29,17.0,5.0,51314.0,39.0,115708,19.2,25.3,3.2,0.7,1.2,0.2,10.3,83.3,3,52.0,35513.0,NC,31554.123148041148,322.0,55.0,80.2
37091,9009.0,23,21,41,5.9,34,13,12.0,66.0,5097.0,45.0,86.0,52,5.8,5.4,9.1,No,21,18,3,1,77.2,381.0,17,640.0,24,37,15.0,4.0,38786.0,17.0,23906,19.2,19.2,60.0,1.3,0.7,0.1,3.9,33.2,1,50.8,16932.0,NC,6047.024832657709,322.0,39.7,67.9
37093,8128.0,21,23,32,6.6,25,17,16.0,21.0,6856.0,41.0,82.0,63,5.8,4.5,10.4,No,17,15,4,0,76.8,612.0,10,372.0,19,37,21.0,5.0,50777.0,21.0,54116,27.6,9.5,33.1,9.2,1.5,0.4,13.4,40.0,3,50.7,20260.0,NC,18572.057929932675,322.0,33.6,69.1
37097,7671.0,14,17,30,8.0,22,18,12.0,73.0,4771.0,50.0,89.0,66,4.3,4.4,10.9,Yes,15,12,3,0,77.3,2248.0,12,117.0,13,31,15.0,5.0,56559.0,40.0,175711,23.3,15.5,11.7,0.5,2.7,0.1,7.7,76.0,2,50.7,60446.0,NC,59147.19067982293,322.0,51.2,84.6
37099,8778.0,19,20,29,6.9,27,18,18.0,95.0,3622.0,46.0,92.0,67,4.8,5.2,8.4,No,18,16,2,1,77.5,563.0,10,77.0,15,32,21.0,7.0,46113.0,50.0,42973,17.1,19.1,2.1,9.2,1.0,0.0,5.8,81.0,2,50.8,29434.0,NC,11678.046082582863,322.0,52.2,76.9
37101,7019.0,17,18,33,8.4,27,18,13.0,28.0,5769.0,50.0,92.0,62,4.2,4.2,10.4,Yes,15,12,3,1,77.8,2391.0,12,248.0,12,34,16.0,5.0,58647.0,23.0,196708,25.7,13.0,15.5,0.9,0.9,0.1,13.7,67.9,3,51.0,87879.0,NC,72716.21955668929,322.0,50.6,83.0
37103,7966.0,20,19,35,7.4,28,14,14.0,41.0,5707.0,51.0,98.0,57,4.5,5.5,9.5,No,17,15,2,0,77.6,180.0,16,196.0,18,34,16.0,6.0,41523.0,22.0,9597,18.8,21.7,29.9,1.0,0.5,0.0,4.9,62.1,1,51.1,10153.0,NC,2759.0098787347624,322.0,48.4,75.6
37105,10042.0,20,19,31,7.8,24,15,15.0,55.0,5703.0,50.0,89.0,60,5.2,4.5,10.5,No,15,12,3,0,75.9,920.0,12,346.0,14,33,18.0,6.0,53297.0,28.0,60430,24.3,15.9,19.3,1.3,1.3,0.2,19.2,58.1,5,51.1,24746.0,NC,19405.06479438952,322.0,54.5,88.4
37107,10146.0,21,21,35,6.5,28,14,14.0,44.0,7108.0,46.0,85.0,51,4.6,4.7,10.3,No,19,16,2,2,75.1,1072.0,16,435.0,20,37,18.0,4.0,39411.0,37.0,56883,22.3,19.4,40.6,0.7,0.8,0.2,8.0,49.1,3,52.1,26776.0,NC,19213.05867983132,322.0,51.9,85.0
37109,7708.0,15,18,31,8.2,22,17,11.0,48.0,5165.0,53.0,90.0,58,4.0,4.6,10.8,No,12,10,2,1,77.1,1278.0,12,102.0,12,31,13.0,5.0,57042.0,41.0,82403,21.3,17.5,5.5,0.4,0.7,0.1,7.1,85.2,1,50.4,42696.0,NC,29163.09031401732,322.0,46.1,81.1
37111,9120.0,20,21,36,8.0,32,16,14.0,31.0,3912.0,38.0,85.0,57,4.2,4.3,9.2,No,12,10,2,0,76.6,754.0,13,78.0,14,34,17.0,4.0,42853.0,35.0,45159,20.5,20.1,3.5,0.8,1.0,0.1,6.4,87.6,1,50.1,31633.0,NC,16714.047989318162,322.0,45.9,87.7
37113,8971.0,17,17,30,8.1,25,16,17.0,76.0,1558.0,47.0,91.0,55,4.7,4.3,8.6,No,16,14,3,1,77.5,535.0,12,145.0,13,30,20.0,7.0,42456.0,20.0,34732,18.9,28.2,1.2,0.8,1.0,0.1,7.3,89.0,2,51.4,27141.0,NC,9467.037608203747,322.0,39.4,49.5
37115,7567.0,16,18,30,7.8,25,17,12.0,47.0,3157.0,40.0,87.0,53,4.3,4.6,8.8,No,13,11,2,0,77.7,326.0,10,92.0,13,29,15.0,5.0,41891.0,24.0,21746,18.2,21.4,1.5,0.5,0.5,0.1,2.7,93.7,1,50.6,18816.0,NC,6130.022816846242,322.0,48.1,78.6
