FIPS_x,Years of Potential Life Lost Rate (premature death),% Fair/Poor Health,percent_smokers,percent_obese,Food Environment Index,% Physically Inactive,percent Excessive Drinking,Percent Uninsured,PCP Rate,Preventable Hosp stays Rate,Percent Vaccinated Flu,High School Graduation Rate,Percent Some College,Percent Unemployed,Income Ratio,Average Daily PM2.5,Presence of water violation,Percent Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Life Expectancy,Number pre-mature Deaths,Percent Diabetic,HIV Prevalence Rate,Percent Food Insecure,Percent Insufficient Sleep,Percent Uninsured Adults,Percent Uninsured children,Median Household Income,Segregation Index non-white/ white,Population,percent < 18,percent 65 and over,percent African American,percent American Indian/Alaskan Native,percent Asian,percent Native Hawaiian/Other Pacific Islander,percent Hispanic,percent Non-Hispanic White,percent Not Proficient in English,percent Female,number Rural,State,cases_2022,Masks,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_65PlusPop_Pct
17131,6645.0,13,14,31,8.3,23,21,5.0,19.0,3896.0,43.0,94.0,65,5.0,3.7,10.8,No,8,6,1,2,78.8,243.0,10,82.0,10,28,6.0,3.0,52846.0,30.0,15618,21.1,21.4,0.6,0.3,0.4,0.0,2.5,95.3,0,50.1,12779.0,IL,5532.7968218616725,406.0,59.3,96.8
17135,6947.0,15,17,30,7.7,29,21,6.0,59.0,5275.0,28.0,84.0,56,5.6,4.6,11.4,No,9,8,1,1,78.1,403.0,11,168.0,13,31,7.0,2.0,51206.0,36.0,28790,20.4,19.7,3.5,0.2,0.5,0.0,1.8,93.2,0,47.5,12530.0,IL,13077.163561338184,406.0,49.8,85.5
17137,7341.0,16,17,29,7.3,22,21,5.0,44.0,4085.0,41.0,80.0,60,4.3,4.6,10.9,No,10,9,1,1,78.0,522.0,10,84.0,12,32,6.0,2.0,52357.0,53.0,33798,19.4,19.7,6.2,0.4,0.7,0.1,2.4,88.8,0,49.7,12878.0,IL,13365.963297934844,406.0,54.2,90.9
17141,6435.0,15,15,34,8.6,25,21,6.0,60.0,4579.0,50.0,95.0,64,5.0,4.1,11.5,No,12,10,2,1,79.1,622.0,10,76.0,9,29,7.0,3.0,60656.0,48.0,51063,22.6,18.3,1.0,0.4,0.6,0.1,10.3,86.7,2,50.2,25197.0,IL,19237.13807407791,406.0,56.8,89.6
17143,7903.0,18,18,33,7.4,21,20,6.0,117.0,3995.0,47.0,84.0,71,5.8,4.8,11.9,Yes,14,12,2,1,77.5,2459.0,10,219.0,15,32,7.0,2.0,54195.0,49.0,183011,23.8,16.5,18.2,0.4,4.1,0.1,4.8,70.0,1,51.5,27313.0,IL,66236.9059884921,406.0,59.0,91.3
17145,7182.0,16,17,31,7.4,25,21,6.0,47.0,4839.0,30.0,92.0,47,5.9,4.9,11.4,Yes,13,12,1,1,77.6,295.0,10,146.0,14,32,7.0,2.0,50553.0,48.0,21285,19.4,18.3,8.6,0.4,0.5,0.1,3.2,86.0,0,45.2,9754.0,IL,9757.432359011384,406.0,45.4,88.1
17157,7344.0,16,17,28,8.4,25,21,5.0,43.0,5517.0,28.0,87.0,48,4.3,3.8,11.0,Yes,10,9,1,1,77.6,443.0,10,130.0,11,31,6.0,2.0,52749.0,40.0,32423,19.2,18.2,10.6,0.3,0.4,0.1,3.2,84.6,0,44.5,14275.0,IL,13880.46133266876,406.0,47.5,86.4
17159,8658.0,16,18,29,8.4,21,20,6.0,44.0,6122.0,45.0,91.0,66,4.7,4.6,11.7,No,10,8,2,1,76.7,233.0,10,45.0,12,31,7.0,3.0,48489.0,33.0,15901,22.9,20.1,0.7,0.3,0.9,0.0,1.8,95.1,0,50.7,7056.0,IL,6802.301165870319,406.0,45.7,82.2
17161,6919.0,15,17,29,8.0,20,22,7.0,55.0,4921.0,49.0,93.0,64,5.0,4.4,11.0,Yes,14,12,2,1,78.4,1935.0,11,219.0,12,33,8.0,3.0,51805.0,36.0,144808,22.4,18.7,10.3,0.6,2.6,0.0,13.0,71.7,3,50.7,16112.0,IL,47467.01083687972,406.0,63.0,93.7
17163,9022.0,18,18,33,6.6,26,19,6.0,58.0,5670.0,44.0,89.0,67,4.9,5.4,11.9,Yes,15,14,2,1,76.8,3749.0,12,315.0,17,35,8.0,2.0,51937.0,51.0,262479,23.6,15.2,30.2,0.4,1.4,0.1,4.1,61.8,1,51.7,26343.0,IL,78539.06681881002,406.0,62.5,95.8
17167,7600.0,15,18,29,7.9,25,21,5.0,123.0,4185.0,51.0,84.0,71,4.2,5.0,11.5,No,14,12,1,1,78.0,2574.0,10,175.0,13,33,6.0,2.0,61519.0,48.0,196452,22.5,17.2,12.7,0.3,2.0,0.0,2.3,80.5,0,52.0,27895.0,IL,82350.28495857067,406.0,64.6,95.3
17173,6841.0,15,17,29,8.0,23,20,5.0,28.0,5518.0,45.0,90.0,59,4.4,4.0,11.6,No,8,7,1,1,79.8,299.0,10,38.0,11,30,6.0,2.0,51873.0,27.0,21719,21.3,22.0,0.4,0.2,0.3,0.0,1.0,97.2,0,50.3,17383.0,IL,8392.539187935183,406.0,39.6,69.9
17177,7386.0,16,17,35,8.1,28,19,6.0,42.0,4710.0,47.0,81.0,65,4.6,4.3,10.7,No,13,12,1,1,78.9,591.0,13,106.0,13,31,7.0,2.0,48237.0,51.0,45054,21.6,22.0,9.8,0.3,0.6,0.0,4.0,82.6,0,51.4,19129.0,IL,16436.793417062945,406.0,58.4,99.9
17179,6813.0,14,14,33,8.1,25,22,4.0,48.0,4728.0,49.0,88.0,70,5.3,3.7,12.1,No,9,7,1,1,78.6,1717.0,10,43.0,10,28,5.0,2.0,61086.0,35.0,133526,22.8,18.1,1.3,0.3,0.9,0.0,2.3,94.0,0,50.8,27645.0,IL,50742.40859699644,406.0,58.0,89.1
17181,10236.0,17,17,33,8.1,25,20,7.0,70.0,6276.0,51.0,92.0,61,6.3,4.4,11.2,Yes,13,11,2,1,75.5,317.0,11,61.0,12,31,8.0,3.0,45847.0,30.0,17000,21.2,20.8,1.2,0.7,0.5,0.0,5.2,91.3,0,50.1,11730.0,IL,7396.866326000028,406.0,55.8,86.6
17183,10583.0,19,18,35,7.4,28,19,6.0,47.0,6062.0,31.0,80.0,51,6.3,4.4,11.6,No,12,11,1,1,74.8,1389.0,11,188.0,15,32,7.0,2.0,43649.0,60.0,77909,23.8,18.7,13.5,0.4,0.9,0.0,5.1,78.2,1,50.3,25513.0,IL,37412.18543956705,406.0,39.2,75.1
17185,5723.0,15,16,32,8.5,23,20,6.0,44.0,4694.0,34.0,85.0,64,4.9,5.0,11.8,No,9,7,1,2,79.1,142.0,11,62.0,11,29,7.0,3.0,52535.0,52.0,11489,21.9,20.2,0.8,0.3,1.1,0.0,2.4,94.3,0,49.8,4647.0,IL,5145.1847760475775,406.0,47.9,84.9
17191,7541.0,15,16,29,7.7,26,20,7.0,43.0,2611.0,43.0,70.0,62,6.1,3.9,11.6,No,8,6,2,1,77.7,233.0,11,44.0,13,30,8.0,4.0,46339.0,54.0,16495,22.9,21.1,0.6,0.3,0.8,0.0,1.5,96.0,1,50.8,11721.0,IL,7156.670238160718,406.0,41.4,75.1
17193,9374.0,15,16,29,7.3,23,20,6.0,28.0,5528.0,41.0,91.0,64,4.8,4.2,11.6,No,10,8,1,1,75.1,262.0,10,66.0,12,29,8.0,3.0,48202.0,41.0,13938,22.2,21.1,0.6,0.4,0.4,0.1,1.5,96.2,1,50.8,9097.0,IL,5853.188221645492,406.0,49.0,92.5
17195,7315.0,16,16,33,8.4,27,20,6.0,58.0,4208.0,46.0,88.0,62,4.7,3.9,11.2,No,11,9,1,1,78.3,787.0,10,10.0,9,29,7.0,2.0,54284.0,46.0,56118,22.2,20.3,1.4,0.5,0.5,0.0,12.0,84.6,1,50.5,21845.0,IL,21403.10764048829,406.0,59.6,90.2
17197,5630.0,14,15,31,8.8,22,21,6.0,57.0,6083.0,44.0,91.0,69,5.2,4.0,13.3,No,15,13,2,1,79.9,6177.0,9,88.0,8,31,7.0,2.0,82477.0,46.0,692661,25.2,12.6,11.5,0.5,5.9,0.1,17.5,63.6,3,50.3,26624.0,IL,239666.01438901323,406.0,67.8,98.2
17199,7979.0,15,17,28,8.1,24,22,6.0,87.0,5764.0,42.0,87.0,68,5.1,4.5,11.6,No,11,10,1,1,76.8,993.0,10,98.0,13,31,7.0,2.0,49993.0,35.0,67328,21.9,18.6,4.5,0.5,1.2,0.0,2.6,89.7,1,50.1,23091.0,IL,30881.7736571563,406.0,56.1,92.1
17201,8989.0,17,18,34,7.7,26,18,7.0,78.0,5121.0,48.0,79.0,60,6.3,4.5,11.5,No,16,14,2,1,76.8,4108.0,10,155.0,13,36,8.0,3.0,53490.0,44.0,284778,23.4,17.1,12.6,0.6,2.9,0.1,12.8,69.3,2,51.2,23368.0,IL,110244.3354633087,406.0,57.8,92.0
17203,5691.0,12,14,28,9.0,23,22,4.0,56.0,2923.0,53.0,90.0,74,4.3,3.4,11.9,No,9,7,1,1,79.8,382.0,10,62.0,9,28,5.0,2.0,75733.0,28.0,38726,24.4,17.4,0.7,0.3,0.7,0.0,1.9,95.4,0,50.2,21221.0,IL,14022.336397744257,406.0,53.6,90.8
18003,8172.0,15,19,32,7.3,22,19,9.0,65.0,5335.0,45.0,92.0,66,3.3,4.2,12.6,No,12,10,2,1,77.3,4626.0,11,173.0,14,31,11.0,5.0,52661.0,47.0,372877,25.9,14.2,11.5,0.5,4.2,0.1,7.5,73.9,2,51.2,42212.0,IN,117661.37688613516,253.0,49.7,87.0
18005,7699.0,16,18,30,7.8,26,17,10.0,75.0,4904.0,54.0,89.0,64,2.7,4.2,11.2,No,11,9,2,1,77.9,1016.0,12,79.0,11,33,11.0,7.0,61943.0,27.0,82040,23.8,16.0,2.0,0.5,7.2,0.1,6.7,82.4,2,49.8,25882.0,IN,24411.11765689737,253.0,55.5,85.1
18009,11057.0,17,20,36,8.3,27,17,10.0,58.0,4220.0,48.0,97.0,51,4.0,3.8,11.7,No,11,9,1,1,74.5,225.0,16,77.0,13,36,12.0,6.0,42636.0,28.0,11976,21.7,21.1,0.6,0.2,0.3,0.0,1.6,95.8,0,50.5,6461.0,IN,3554.4207905298385,253.0,42.4,78.7
18011,6174.0,12,17,29,8.9,20,19,6.0,207.0,4083.0,54.0,95.0,78,2.8,4.4,12.0,No,11,9,1,1,78.6,630.0,12,82.0,10,34,7.0,5.0,82670.0,28.0,65875,26.6,13.0,1.8,0.3,2.7,0.0,3.0,90.7,1,50.2,19487.0,IN,17684.043688715414,253.0,65.6,98.7
18013,8439.0,15,18,30,8.5,27,16,11.0,47.0,3893.0,48.0,98.0,59,3.4,4.2,10.8,No,14,12,1,2,77.8,255.0,12,100.0,12,32,11.0,8.0,56979.0,45.0,15035,18.3,23.6,0.5,0.6,0.4,0.0,1.7,95.7,0,50.6,15242.0,IN,3141.034408120116,253.0,48.1,73.8
18017,9555.0,20,21,35,8.6,28,16,12.0,42.0,3728.0,50.0,91.0,47,3.8,3.7,12.0,No,13,9,3,1,76.3,567.0,13,76.0,11,34,14.0,8.0,47727.0,47.0,37994,23.2,17.4,1.5,1.1,2.0,0.2,15.6,79.6,5,49.9,17405.0,IN,13040.078174373117,253.0,42.5,74.9
18019,9957.0,15,21,37,7.9,27,19,9.0,41.0,5995.0,47.0,91.0,63,3.5,3.9,12.0,No,12,11,1,1,74.5,1988.0,12,213.0,12,35,10.0,5.0,52746.0,36.0,116973,22.7,15.3,7.6,0.4,1.1,0.1,5.4,83.3,1,51.2,22614.0,IN,35410.76070430864,253.0,58.0,92.7
18021,9447.0,18,20,36,8.2,28,17,9.0,42.0,6263.0,41.0,90.0,58,3.8,4.0,11.2,No,13,10,2,1,75.3,449.0,13,104.0,14,35,11.0,6.0,50746.0,27.0,26198,23.0,17.4,0.7,0.3,0.3,0.0,1.4,96.2,0,50.5,16373.0,IN,7790.469742443019,253.0,53.3,99.9
18023,9027.0,18,18,36,8.9,31,18,11.0,22.0,4637.0,53.0,90.0,47,3.1,3.7,11.5,No,12,10,2,1,75.8,486.0,13,76.0,10,35,12.0,8.0,51540.0,45.0,32317,26.4,16.3,0.6,0.5,0.4,0.0,16.1,82.1,3,50.2,16540.0,IN,10379.529273037611,253.0,44.7,84.6
18027,8030.0,17,20,35,8.2,32,18,18.0,52.0,4622.0,30.0,95.0,41,2.8,4.6,12.1,No,12,8,2,3,76.8,451.0,12,77.0,12,34,18.0,16.0,46292.0,67.0,33113,29.2,15.2,1.8,0.4,0.5,0.1,5.0,91.6,1,49.7,19078.0,IN,8695.540719932016,253.0,30.9,69.4
18029,8545.0,14,18,36,8.1,24,19,8.0,49.0,5799.0,51.0,94.0,58,3.9,4.0,11.8,No,11,9,1,0,76.7,720.0,11,38.0,11,33,9.0,5.0,65005.0,35.0,49741,22.7,17.1,0.6,0.2,0.5,0.1,1.2,96.4,0,50.1,26554.0,IN,15249.903508932195,253.0,56.3,99.9
18031,7469.0,15,19,33,8.0,35,19,9.0,56.0,5029.0,33.0,96.0,62,2.9,3.4,11.4,No,11,8,2,1,77.4,350.0,13,87.0,12,35,10.0,5.0,55808.0,47.0,26737,24.5,16.3,0.5,0.2,1.7,0.0,2.0,94.7,0,50.2,13847.0,IN,8037.753170240006,253.0,45.4,87.7
18033,6897.0,15,19,31,7.9,22,19,9.0,51.0,5829.0,47.0,91.0,57,2.9,3.4,12.4,No,10,9,1,0,77.8,558.0,9,37.0,12,36,10.0,6.0,54289.0,30.0,42836,24.2,15.9,0.4,0.3,0.5,0.1,2.8,95.0,0,50.3,17860.0,IN,12940.868333754444,253.0,40.5,81.4
18035,10172.0,18,20,33,6.9,25,17,10.0,100.0,5232.0,51.0,91.0,66,4.2,5.0,11.5,No,16,15,1,1,75.5,1771.0,11,118.0,17,34,11.0,5.0,41874.0,45.0,115184,18.6,16.8,7.0,0.3,1.4,0.1,2.5,86.8,0,51.7,26843.0,IN,29002.51207068576,253.0,45.5,82.7
18037,6591.0,15,17,33,8.9,19,19,9.0,85.0,2341.0,45.0,93.0,63,2.6,4.0,11.9,No,9,5,3,1,79.0,485.0,11,48.0,9,31,9.0,7.0,63033.0,66.0,42558,24.3,16.9,0.6,0.3,0.6,0.2,7.6,90.5,2,50.1,20629.0,IN,14428.69033033536,253.0,53.6,95.4
18039,7445.0,17,21,32,8.0,24,16,15.0,53.0,3887.0,49.0,91.0,48,2.5,3.8,13.1,Yes,14,11,2,1,78.2,2314.0,13,98.0,11,32,17.0,11.0,58781.0,40.0,205032,27.7,14.4,5.7,0.6,1.2,0.1,16.0,74.9,4,50.6,40672.0,IN,61738.54723071249,253.0,40.1,75.1
18041,14606.0,20,23,38,7.2,30,15,10.0,51.0,4352.0,45.0,92.0,49,5.0,4.3,11.2,No,16,15,1,1,72.0,504.0,13,56.0,16,34,11.0,6.0,44970.0,44.0,23209,22.0,19.8,1.4,0.2,0.4,0.0,1.1,95.7,0,50.4,8930.0,IN,7720.616014868203,253.0,36.5,73.2
18043,7500.0,16,19,31,7.8,27,18,7.0,69.0,5756.0,47.0,94.0,67,3.3,4.6,12.0,No,12,11,1,1,77.2,1073.0,13,168.0,13,35,8.0,5.0,61009.0,39.0,77071,22.8,15.7,5.4,0.3,1.1,0.0,3.3,88.0,1,51.5,15160.0,IN,21800.7823876496,253.0,54.8,93.0
18047,6423.0,15,19,35,8.2,28,18,9.0,79.0,3495.0,47.0,96.0,56,3.6,3.9,11.4,No,9,7,2,1,78.9,275.0,12,26.0,12,34,10.0,7.0,62467.0,53.0,22619,23.0,17.9,0.3,0.3,0.8,0.0,1.1,96.8,0,49.9,20515.0,IN,5236.964819771905,253.0,34.4,66.6
18049,8933.0,17,20,37,8.0,26,17,12.0,65.0,3938.0,46.0,93.0,57,3.5,3.9,12.0,No,11,10,1,0,76.0,320.0,12,59.0,12,35,14.0,8.0,51088.0,37.0,20059,23.9,19.2,0.8,0.9,0.6,0.0,5.3,91.8,1,50.2,13527.0,IN,5648.578403643732,253.0,38.2,73.9
18051,8360.0,15,19,31,8.5,26,18,7.0,27.0,4752.0,54.0,92.0,62,3.0,4.1,12.2,Yes,9,7,2,0,76.9,486.0,13,71.0,12,32,8.0,5.0,53714.0,50.0,33576,23.4,17.2,2.1,0.3,0.5,0.0,1.6,93.8,0,50.1,17964.0,IN,12868.867952750794,253.0,45.1,79.2
18053,10939.0,18,21,39,7.2,31,16,10.0,45.0,5469.0,47.0,96.0,53,3.9,4.1,12.0,No,12,10,1,0,74.8,1205.0,16,109.0,16,36,12.0,5.0,44790.0,54.0,66491,20.9,18.7,7.1,0.4,0.9,0.0,4.4,84.9,0,52.2,20257.0,IN,20102.76875083832,253.0,39.9,78.2
18055,8208.0,17,22,34,7.7,32,17,10.0,28.0,5824.0,39.0,94.0,55,4.8,4.1,10.9,No,12,8,3,2,76.6,540.0,12,55.0,14,32,11.0,5.0,59347.0,35.0,32177,22.1,19.2,0.3,0.4,0.4,0.0,1.5,96.6,0,49.9,24822.0,IN,8378.986772860479,253.0,38.6,66.9
18057,4307.0,10,13,26,8.8,14,20,5.0,142.0,3208.0,54.0,77.0,87,2.7,3.8,11.6,No,9,8,1,0,82.0,2047.0,8,88.0,9,30,6.0,4.0,95080.0,28.0,323747,27.4,11.9,4.1,0.2,6.1,0.0,4.1,83.7,1,51.2,15473.0,IN,94195.93926074004,253.0,66.5,98.0
18059,6400.0,13,16,35,8.2,25,17,7.0,84.0,3656.0,53.0,92.0,71,3.0,3.6,11.9,No,9,8,1,0,78.4,888.0,14,88.0,10,33,8.0,5.0,73294.0,38.0,74985,23.5,15.9,2.7,0.3,0.9,0.0,2.4,92.5,0,50.8,21313.0,IN,23531.76342525399,253.0,62.9,95.5
18061,8306.0,15,20,36,8.5,25,19,9.0,45.0,5613.0,48.0,97.0,54,3.4,4.0,12.3,No,11,9,2,1,76.7,596.0,12,60.0,12,34,10.0,6.0,57136.0,22.0,39898,22.5,17.3,0.6,0.3,0.5,0.1,1.8,95.7,0,49.8,33793.0,IN,12296.009213158395,253.0,49.0,85.9
18063,5620.0,13,16,32,8.7,20,18,7.0,54.0,3630.0,53.0,96.0,76,2.9,3.3,12.2,No,9,8,1,0,79.5,1474.0,10,123.0,9,35,7.0,5.0,75647.0,36.0,163685,25.4,13.5,6.7,0.3,2.9,0.1,3.9,84.6,1,50.0,25958.0,IN,47021.48165129506,253.0,67.3,99.9
18065,8561.0,16,21,36,8.1,25,17,9.0,41.0,4320.0,39.0,94.0,53,3.7,4.1,11.0,No,13,12,1,1,76.0,804.0,14,122.0,14,32,10.0,5.0,48915.0,30.0,48476,20.6,18.8,2.7,0.2,0.4,0.0,1.9,93.6,0,48.1,21197.0,IN,14743.253288254586,253.0,49.1,85.4
18067,10978.0,18,24,33,7.3,28,16,9.0,62.0,4126.0,44.0,75.0,60,3.8,4.7,11.6,No,13,12,1,1,74.8,1511.0,15,152.0,15,36,10.0,5.0,51035.0,38.0,82363,22.7,19.1,7.3,0.4,1.1,0.0,3.4,85.4,0,51.5,17821.0,IN,28434.69839543247,253.0,44.8,79.6
18069,7505.0,16,22,34,7.8,29,18,9.0,63.0,5033.0,50.0,92.0,54,3.6,3.8,12.3,No,11,9,2,0,77.2,465.0,12,68.0,12,34,10.0,6.0,53635.0,29.0,36337,21.7,16.8,0.7,0.5,0.6,0.0,2.4,94.7,0,50.7,18917.0,IN,12836.086177083664,253.0,48.2,95.7
18071,9023.0,17,20,30,8.1,29,17,10.0,57.0,3669.0,49.0,92.0,53,3.0,4.1,11.3,No,12,9,2,1,75.8,670.0,12,111.0,12,37,11.0,7.0,48789.0,45.0,43884,24.5,16.0,1.0,0.4,2.2,0.2,6.9,88.5,2,50.0,18532.0,IN,14139.671541582353,253.0,50.1,89.4
18073,8698.0,15,19,33,8.6,27,19,9.0,30.0,5675.0,44.0,93.0,56,4.3,3.4,12.0,No,10,8,2,1,77.2,466.0,14,79.0,10,37,10.0,7.0,58891.0,38.0,33447,23.5,17.0,0.8,0.4,0.4,0.0,6.0,91.6,1,50.3,22778.0,IN,10249.300609947475,253.0,44.1,85.6
18075,10434.0,19,21,35,7.6,28,16,10.0,43.0,5899.0,47.0,96.0,44,3.6,3.9,12.1,No,13,9,3,2,74.9,334.0,16,58.0,13,37,11.0,6.0,46740.0,38.0,20945,25.9,17.3,0.4,0.2,0.4,0.0,3.2,94.8,1,50.2,11828.0,IN,5602.569252871898,253.0,36.5,80.9
18077,9410.0,17,21,33,7.7,27,17,9.0,56.0,5582.0,49.0,82.0,50,3.7,4.1,11.3,No,14,11,2,1,75.2,547.0,12,87.0,13,34,10.0,7.0,51163.0,28.0,32089,20.5,17.5,1.8,0.3,0.9,0.0,2.8,92.8,0,51.7,14624.0,IN,10537.182590613882,253.0,53.0,94.6
18079,13199.0,17,21,33,7.2,32,16,9.0,47.0,3959.0,48.0,91.0,49,3.8,3.7,11.3,Yes,14,12,2,1,73.2,539.0,13,39.0,13,35,11.0,6.0,48961.0,37.0,27626,23.1,16.0,0.8,0.2,0.3,0.0,2.5,95.2,0,49.7,17171.0,IN,7966.002604638976,253.0,38.2,73.1
18081,7017.0,13,17,29,8.0,20,18,8.0,82.0,4357.0,52.0,93.0,69,2.9,3.8,12.1,No,13,10,2,1,78.0,1672.0,10,107.0,11,32,9.0,5.0,70690.0,43.0,153897,24.9,14.3,2.1,0.3,3.1,0.1,3.7,89.3,1,50.6,19407.0,IN,48125.86504301182,253.0,55.4,92.2
18083,9455.0,17,20,34,7.6,30,18,9.0,85.0,6833.0,48.0,97.0,61,3.4,4.2,12.2,Yes,11,10,1,1,75.8,602.0,13,84.0,14,31,11.0,5.0,44044.0,33.0,37508,21.4,17.2,3.0,0.3,0.9,0.0,2.0,92.5,0,49.4,13921.0,IN,12086.807655098564,253.0,47.5,85.4
18085,7236.0,16,19,36,8.4,24,17,11.0,40.0,5606.0,47.0,93.0,55,2.7,3.7,12.8,Yes,11,9,2,1,78.4,907.0,12,49.0,10,33,13.0,8.0,62666.0,30.0,79206,24.1,16.2,1.0,0.4,1.3,0.1,8.0,88.3,2,50.2,36047.0,IN,22659.131853405244,253.0,38.7,74.3
18087,5733.0,16,21,37,8.8,27,18,22.0,26.0,4344.0,44.0,93.0,29,2.6,3.2,12.7,No,15,10,5,0,79.9,354.0,11,31.0,11,35,22.0,21.0,63291.0,30.0,39303,32.9,13.4,0.4,0.3,0.5,0.0,4.1,94.0,3,49.3,34015.0,IN,7305.8733794904765,253.0,21.0,62.1
18089,9235.0,19,18,35,7.1,27,17,9.0,55.0,7243.0,38.0,87.0,62,5.1,4.7,14.3,No,16,14,2,1,76.4,7124.0,12,240.0,15,39,11.0,4.0,54929.0,61.0,485640,23.7,16.1,23.5,0.5,1.6,0.1,19.1,54.2,2,51.6,19682.0,IN,124008.84494443808,253.0,53.0,86.2
18091,9417.0,17,23,37,6.9,25,19,9.0,38.0,5033.0,49.0,89.0,53,4.5,4.3,12.4,No,14,12,2,1,75.7,1811.0,12,161.0,15,37,11.0,6.0,51532.0,52.0,110029,21.6,17.5,11.2,0.5,0.6,0.0,6.6,79.3,1,48.5,39713.0,IN,29462.32129866839,253.0,53.0,88.7
18093,8024.0,16,19,34,8.0,31,16,9.0,33.0,3441.0,45.0,84.0,58,4.4,3.8,11.1,Yes,11,9,2,1,76.9,751.0,15,88.0,13,35,10.0,6.0,49112.0,43.0,45666,22.0,19.7,0.4,0.4,0.7,0.0,1.7,95.6,0,50.5,26964.0,IN,13508.560236973872,253.0,46.8,79.6
18095,9323.0,20,24,37,7.1,29,15,10.0,49.0,5256.0,51.0,85.0,56,3.9,4.4,11.4,No,14,12,1,1,75.9,2114.0,13,156.0,15,37,11.0,5.0,44987.0,51.0,129498,21.9,17.9,8.3,0.4,0.6,0.1,4.1,85.0,1,50.1,30393.0,IN,37430.12412044231,253.0,49.1,84.8
18097,9761.0,18,21,32,6.6,25,19,11.0,82.0,4990.0,47.0,76.0,62,3.6,4.8,12.8,No,19,17,2,1,75.7,13329.0,11,571.0,18,35,13.0,5.0,47642.0,47.0,950082,24.7,12.3,27.9,0.5,3.4,0.1,10.5,55.5,4,51.8,5422.0,IN,260431.1717103974,253.0,52.0,83.6
18099,6779.0,16,19,38,8.4,29,17,14.0,43.0,4261.0,49.0,90.0,52,3.0,3.9,12.7,Yes,12,9,3,0,78.7,547.0,13,39.0,10,36,15.0,11.0,53387.0,42.0,46498,25.1,17.2,0.6,0.3,0.7,0.1,10.4,87.2,2,50.2,29805.0,IN,14029.217973152685,253.0,42.7,76.7
18103,7736.0,18,23,34,7.4,27,17,9.0,25.0,4680.0,39.0,95.0,49,3.9,4.0,12.1,No,11,8,2,1,76.6,543.0,12,141.0,14,36,11.0,6.0,47225.0,37.0,35845,21.6,17.2,4.8,0.9,0.5,0.0,3.2,88.8,0,46.3,17155.0,IN,10567.16234023284,253.0,38.5,70.9
18105,5757.0,17,19,25,7.1,20,21,9.0,58.0,2509.0,49.0,91.0,77,3.6,6.3,10.4,No,22,21,1,1,79.9,1216.0,7,152.0,18,32,10.0,7.0,49180.0,38.0,146986,15.9,12.6,3.5,0.3,7.0,0.1,3.5,83.5,1,50.2,29317.0,IN,33087.80680040266,253.0,56.4,86.9
18107,7576.0,17,20,27,8.0,26,18,11.0,37.0,4818.0,53.0,97.0,56,3.0,3.7,11.3,No,11,9,2,0,77.7,530.0,13,75.0,12,34,12.0,7.0,53720.0,35.0,38525,23.1,17.5,0.9,0.4,0.8,0.0,4.9,91.8,1,49.4,20112.0,IN,12074.946272098396,253.0,43.4,78.7
18109,7863.0,17,19,32,8.2,28,17,9.0,49.0,4124.0,51.0,92.0,55,3.5,3.5,11.8,No,12,10,2,0,77.0,989.0,13,77.0,12,31,10.0,6.0,61068.0,28.0,69713,22.7,16.4,0.4,0.3,0.6,0.0,1.6,96.1,0,50.4,33853.0,IN,19060.354916113098,253.0,50.9,88.6
18111,8628.0,19,21,36,8.1,32,17,12.0,7.0,4853.0,41.0,88.0,50,4.9,3.5,11.7,No,10,9,1,0,76.7,238.0,14,101.0,12,34,13.0,9.0,58384.0,44.0,14130,21.8,18.9,0.7,0.5,0.5,0.1,6.4,91.0,1,49.5,14244.0,IN,3075.2857913564603,253.0,29.5,56.6
