FIPS_x,Years of Potential Life Lost Rate (premature death),% Fair/Poor Health,percent_smokers,percent_obese,Food Environment Index,% Physically Inactive,percent Excessive Drinking,PCP Rate,Preventable Hosp stays Rate,Percent Vaccinated Flu,High School Graduation Rate,Percent Some College,Percent Unemployed,Income Ratio,Average Daily PM2.5,Percent Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Life Expectancy,Percent Diabetic,HIV Prevalence Rate,Percent Food Insecure,Percent Insufficient Sleep,Percent Uninsured Adults,Percent Uninsured children,Median Household Income,Segregation index black/white,Segregation Index non-white/ white,Population,percent < 18,percent 65 and over,percent African American,percent American Indian/Alaskan Native,percent Asian,percent Native Hawaiian/Other Pacific Islander,percent Hispanic,percent Non-Hispanic White,percent Not Proficient in English,percent Female,number Rural,Masks,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_65PlusPop_Pct,water,cases,deaths
18167,9507.0,20,22,31,6.4,27,18,88.0,8242.0,48.0,89.0,62,4.3,4.9,11.3,16,14,2,1,75.6,12,235.0,17,35,11.0,6.0,42497.0,39.0,30.0,107516,20.5,15.9,7.1,0.4,2.0,0.0,2.7,85.6,1,49.4,25623.0,253.0,47.2,81.0,0,32768.50761836476,435.0732969322596
18169,9990.0,16,19,34,8.1,29,17,41.0,4519.0,48.0,87.0,57,3.5,3.7,12.3,11,9,1,1,75.6,13,40.0,12,34,11.0,7.0,50177.0,75.0,27.0,31443,20.9,20.4,0.7,0.8,0.5,0.0,2.7,94.4,0,51.5,16439.0,253.0,40.1,80.7,0,9857.931520944285,161.26071032448587
18173,6264.0,16,16,34,8.3,25,18,158.0,5518.0,55.0,91.0,72,3.1,3.9,12.6,10,8,2,1,79.1,11,55.0,11,33,8.0,5.0,75727.0,48.0,27.0,62530,24.4,16.8,1.5,0.3,2.6,0.0,1.9,92.3,0,50.7,17493.0,253.0,59.7,95.7,0,22564.86043219925,251.75707281655573
18177,11324.0,20,21,31,7.3,32,17,62.0,4309.0,45.0,82.0,58,3.8,4.6,11.5,15,13,2,1,74.3,13,135.0,16,32,13.0,7.0,44179.0,43.0,40.0,66185,22.0,18.7,4.9,0.4,1.0,0.1,2.9,88.2,1,51.6,22777.0,253.0,45.9,81.5,0,21620.9980747804,349.433108756563
18179,6094.0,15,18,30,8.4,24,17,68.0,5033.0,44.0,97.0,61,2.9,3.7,12.4,8,7,1,1,78.7,11,30.0,11,33,9.0,6.0,55221.0,66.0,18.0,27984,24.5,17.9,0.6,0.3,0.7,0.1,3.2,94.2,0,50.5,13973.0,253.0,40.2,79.6,0,7563.634350130321,138.62824426834598
19005,5651.0,12,14,36,8.6,23,20,50.0,2138.0,30.0,94.0,62,4.0,4.6,8.9,9,6,2,1,79.4,10,43.0,11,29,8.0,5.0,49445.0,76.0,34.0,13884,23.2,22.3,1.7,0.7,0.5,0.3,6.6,90.4,2,49.1,10599.0,82.0,50.1,85.3,0,3189.308004893711,64.0
19013,6776.0,12,15,31,7.2,22,22,93.0,3456.0,56.0,89.0,69,3.8,4.4,9.4,15,13,2,1,79.0,11,91.0,14,27,6.0,3.0,50426.0,60.0,50.0,132648,21.7,16.0,9.2,0.4,2.3,0.3,4.3,81.6,2,51.0,17672.0,82.0,56.1,91.4,0,38140.953084400666,514.0
19021,4306.0,17,14,33,8.9,24,19,49.0,2819.0,50.0,68.0,52,2.7,3.8,8.7,15,8,6,1,81.5,10,133.0,9,29,11.0,5.0,53230.0,54.0,45.0,20110,25.5,15.7,3.0,0.6,9.2,1.6,25.8,59.5,11,49.2,8896.0,82.0,61.0,85.8,0,6838.441517937796,64.0
19027,6252.0,11,14,33,8.8,27,21,88.0,3464.0,58.0,95.0,74,2.3,4.4,8.9,9,8,1,1,79.5,8,77.0,10,29,4.0,2.0,55084.0,58.0,25.0,20320,24.4,19.8,1.2,0.3,0.5,0.0,2.4,94.9,0,50.8,10832.0,82.0,57.9,98.1,0,5598.453782324957,81.0
19033,8031.0,13,14,32,8.2,22,22,158.0,4413.0,56.0,91.0,71,3.1,4.1,8.6,10,9,1,1,78.3,10,60.0,12,26,5.0,2.0,54454.0,44.0,31.0,43006,20.9,21.2,1.7,0.3,1.2,0.1,4.9,90.5,0,51.1,9092.0,82.0,59.1,90.2,0,12546.955271990795,179.0
19043,5135.0,13,15,34,8.6,24,20,34.0,4067.0,48.0,92.0,60,4.0,3.9,9.4,10,8,1,1,81.3,9,54.0,11,26,6.0,6.0,54740.0,76.0,40.0,17637,21.4,22.9,0.7,0.2,0.3,0.1,1.9,96.1,1,49.7,17512.0,82.0,45.5,78.2,0,3969.394913266584,79.0
19045,6834.0,15,16,32,7.8,27,19,53.0,5535.0,56.0,92.0,66,4.1,4.6,10.4,11,10,1,1,78.1,10,88.0,13,32,5.0,2.0,50729.0,56.0,41.0,47010,23.1,19.3,3.2,0.4,0.6,0.0,3.2,91.1,0,51.0,15832.0,82.0,51.3,88.0,1,13614.044813268802,165.0
19049,4033.0,11,13,28,9.1,19,23,63.0,3922.0,56.0,97.0,85,2.1,3.9,9.2,9,8,1,1,82.6,8,66.0,8,26,5.0,2.0,90133.0,38.0,33.0,87235,28.1,11.8,2.0,0.4,4.8,0.1,6.1,85.5,2,50.7,20228.0,82.0,60.3,91.9,0,26434.1030160979,154.0
19057,6976.0,15,18,34,7.3,25,19,68.0,4273.0,53.0,81.0,69,4.3,4.2,10.7,13,11,2,1,78.8,12,84.0,14,30,6.0,2.0,50773.0,52.0,41.0,39417,22.6,20.2,5.7,0.3,1.0,0.1,3.1,87.4,0,51.2,10781.0,82.0,48.2,83.2,0,10921.87689243028,157.0
19059,5891.0,11,13,31,8.6,23,20,75.0,2431.0,58.0,94.0,75,3.7,4.3,8.0,10,9,1,1,80.7,10,41.0,10,25,5.0,2.0,56496.0,79.0,64.0,17199,19.4,25.4,0.4,0.2,0.6,0.0,2.0,95.9,0,50.0,5841.0,82.0,55.4,87.1,1,4639.388364758944,77.0
19061,5351.0,12,14,30,8.1,24,23,75.0,8325.0,55.0,92.0,74,3.0,4.0,10.1,13,11,1,1,80.5,9,77.0,12,28,5.0,2.0,60936.0,64.0,46.0,97041,23.1,17.4,3.5,0.3,1.4,0.4,2.5,90.7,0,50.6,25302.0,82.0,60.1,97.4,0,30395.18983445692,324.0
19065,5975.0,12,16,34,8.4,29,19,35.0,2381.0,34.0,95.0,66,3.7,3.8,9.4,12,10,1,2,78.7,11,29.0,12,28,6.0,3.0,46389.0,65.0,33.0,19796,20.6,21.1,1.3,0.3,1.2,0.1,2.3,93.8,0,49.5,14737.0,82.0,51.3,91.3,0,4824.442193041676,86.0
19079,5952.0,12,15,32,8.3,22,20,40.0,5557.0,62.0,95.0,72,3.3,3.8,9.1,13,11,1,0,80.2,11,71.0,11,28,6.0,3.0,57106.0,52.0,30.0,15115,22.9,20.0,1.0,0.5,2.2,0.0,6.4,88.7,1,50.4,7912.0,82.0,58.2,88.8,0,3920.332443654182,84.0
19087,5949.0,15,17,34,7.6,25,21,81.0,4208.0,53.0,89.0,63,3.0,3.7,10.3,11,9,1,2,79.1,10,60.0,12,31,6.0,3.0,53670.0,60.0,46.0,19863,21.9,18.7,2.4,0.4,2.5,0.1,4.9,88.3,1,48.5,11509.0,82.0,50.7,85.7,0,6385.44903409433,81.0
19099,7090.0,12,15,34,8.4,25,20,41.0,3489.0,57.0,91.0,62,3.1,3.8,9.4,11,10,1,1,79.1,11,97.0,11,27,5.0,2.0,56134.0,40.0,26.0,36966,22.5,19.0,2.1,0.4,0.7,0.1,2.2,93.6,0,48.8,21187.0,82.0,54.5,86.1,0,10138.836791259782,122.0
19103,4474.0,12,14,25,7.9,17,25,172.0,3118.0,61.0,90.0,83,2.5,5.5,9.3,19,17,2,1,82.7,6,125.0,14,27,6.0,3.0,61395.0,48.0,39.0,149210,20.2,11.2,6.8,0.4,6.6,0.0,5.7,78.6,2,50.4,24261.0,82.0,67.3,98.6,1,43856.401173349564,169.0
19105,5658.0,12,16,40,8.2,26,21,44.0,3626.0,37.0,92.0,64,3.7,3.6,10.0,8,7,1,1,81.1,10,93.0,11,26,6.0,2.0,58689.0,56.0,30.0,20536,21.8,20.1,2.3,0.4,0.7,0.0,2.0,93.9,0,48.3,11961.0,82.0,55.3,86.2,0,6347.465394111699,80.0
19111,9479.0,15,17,38,7.5,28,19,61.0,4417.0,50.0,91.0,63,5.5,4.0,10.7,11,9,1,2,76.0,12,34.0,14,30,5.0,2.0,50481.0,49.0,38.0,34295,21.5,19.6,3.1,0.3,0.6,0.0,3.6,90.7,0,49.6,14566.0,82.0,48.0,87.4,1,8994.757399043445,148.0
19113,5840.0,12,15,33,8.3,23,21,61.0,4021.0,58.0,89.0,76,3.4,4.0,9.7,11,9,1,1,80.3,10,122.0,11,27,4.0,2.0,63754.0,43.0,31.0,224115,23.5,15.4,5.4,0.3,2.5,0.1,3.3,86.1,1,50.7,26927.0,82.0,61.7,92.1,0,63180.10167001049,646.0
19123,7119.0,12,16,32,7.7,24,20,59.0,3882.0,53.0,91.0,64,3.3,4.8,9.6,11,9,1,1,78.7,12,38.0,13,28,5.0,2.0,55947.0,73.0,45.0,22235,24.3,17.7,1.7,0.4,1.5,0.1,2.1,93.2,1,49.4,9836.0,82.0,40.9,78.9,0,5656.49721400793,93.0
19127,6019.0,15,14,34,8.7,26,18,55.0,2249.0,56.0,91.0,53,4.6,3.8,9.3,11,7,3,1,78.3,12,78.0,9,26,9.0,3.0,50495.0,50.0,38.0,40288,25.5,17.8,1.9,0.8,3.9,0.2,22.3,70.2,7,49.4,13790.0,82.0,60.0,94.3,0,11066.885938822275,126.0
19139,5963.0,15,15,34,8.6,21,22,47.0,3728.0,57.0,86.0,60,3.3,3.9,11.2,12,10,2,1,78.9,9,51.0,9,29,7.0,3.0,59042.0,56.0,27.0,42880,25.2,16.2,2.2,0.7,1.2,0.2,18.1,77.0,3,50.1,10922.0,82.0,56.1,90.4,0,11090.96008773181,138.0
19145,6692.0,15,17,41,7.2,24,19,71.0,4426.0,49.0,96.0,63,4.0,4.5,9.0,11,9,2,2,78.5,11,82.0,13,28,6.0,3.0,47994.0,58.0,25.0,15224,19.5,21.8,2.5,0.8,0.9,0.0,3.4,91.1,1,47.3,5314.0,82.0,50.4,81.6,0,3771.3399598107176,52.0
19153,6475.0,13,17,29,8.3,19,21,95.0,3662.0,57.0,90.0,72,3.1,4.2,8.6,14,12,2,1,78.9,8,184.0,12,30,6.0,2.0,66112.0,50.0,43.0,481830,25.0,12.7,6.8,0.4,4.9,0.1,8.4,77.6,3,50.8,21139.0,82.0,62.6,95.3,1,144657.03031977103,1186.0
19155,7936.0,14,17,37,7.7,24,20,46.0,4312.0,57.0,92.0,64,2.8,4.0,9.5,13,11,2,1,77.7,11,150.0,11,30,6.0,2.0,57867.0,64.0,40.0,93386,23.7,16.9,1.6,0.7,0.8,0.1,7.9,87.7,1,50.8,24612.0,82.0,53.5,84.7,1,27504.097457742617,346.0
19157,6044.0,12,14,31,8.3,22,20,86.0,2585.0,62.0,93.0,68,3.2,4.3,9.6,10,9,0,1,79.2,10,38.0,11,25,6.0,3.0,55766.0,57.0,50.0,18314,19.9,20.3,1.4,0.4,1.9,0.1,3.4,91.4,1,51.4,9834.0,82.0,55.0,84.4,0,4516.416404073444,65.0
19163,6557.0,13,16,32,8.2,22,22,88.0,5408.0,55.0,88.0,69,3.7,4.5,10.3,12,11,1,1,79.0,10,134.0,13,28,5.0,2.0,59461.0,48.0,37.0,172509,23.9,15.8,7.4,0.4,2.9,0.1,6.7,80.1,1,50.9,22323.0,82.0,57.6,91.7,0,47882.89181634639,430.0
19169,4050.0,13,15,28,7.0,19,24,69.0,3093.0,65.0,94.0,86,2.0,5.8,9.3,19,17,2,1,82.3,6,58.0,16,26,5.0,2.0,61381.0,70.0,34.0,97502,16.5,11.6,2.7,0.3,8.5,0.0,3.5,83.5,1,47.6,15164.0,82.0,59.0,97.8,1,22779.185468785163,101.0
19179,8374.0,16,18,35,6.4,30,18,66.0,4003.0,48.0,90.0,61,4.6,4.7,9.7,15,12,3,1,76.9,13,78.0,13,31,9.0,3.0,46981.0,52.0,40.0,35044,22.4,17.7,3.8,0.8,1.0,0.3,10.9,82.6,3,50.4,10854.0,82.0,45.6,79.4,0,10171.786923586482,220.0
19183,6294.0,12,14,32,8.8,20,20,72.0,3030.0,55.0,89.0,62,2.9,3.6,10.3,8,7,1,0,79.2,10,66.0,10,28,6.0,3.0,59903.0,58.0,29.0,22281,25.2,18.8,0.9,0.3,0.6,0.1,6.3,90.9,2,50.6,15076.0,82.0,53.5,87.5,0,6630.494288557782,86.0
19187,8305.0,14,17,34,7.6,26,21,46.0,3143.0,41.0,82.0,67,3.8,4.7,8.9,12,10,0,1,76.9,11,54.0,13,29,6.0,2.0,48712.0,47.0,29.0,36605,21.7,18.1,4.5,0.5,1.3,0.1,4.8,87.2,1,48.3,12891.0,82.0,54.7,92.9,0,11906.807964324087,181.0
19193,6965.0,16,17,35,7.9,26,19,61.0,4079.0,48.0,87.0,60,3.2,4.2,9.0,13,10,2,1,77.6,10,114.0,11,28,9.0,3.0,54528.0,64.0,47.0,102429,26.2,14.7,3.2,2.8,2.9,0.2,16.6,73.3,4,50.6,17836.0,82.0,52.2,87.8,0,32462.320264526617,353.0
20001,7302.0,16,16,38,6.2,28,15,63.0,6372.0,37.0,88.0,65,4.9,4.1,9.5,11,9,2,1,77.4,15,75.0,15,29,10.0,5.0,42957.0,40.0,20.0,12519,22.8,20.2,2.0,1.0,0.8,0.0,3.5,90.3,0,51.0,7642.0,271.0,42.6,73.2,0,5021.0,58.6000523802103
20005,9029.0,16,19,43,7.2,32,17,49.0,6492.0,26.0,85.0,64,5.2,4.8,9.7,10,9,0,0,76.5,10,102.0,17,35,9.0,4.0,45941.0,24.0,30.0,16332,23.6,16.8,4.8,0.7,0.6,0.1,3.1,88.4,0,51.4,5780.0,271.0,42.6,81.3,0,4949.0,41.27703467597382
20009,7474.0,17,17,39,7.6,25,16,56.0,4126.0,32.0,85.0,56,3.6,4.3,7.9,12,8,2,3,78.5,11,58.0,13,27,15.0,6.0,46934.0,44.0,29.0,26476,23.9,18.7,1.4,0.9,0.3,0.1,15.0,81.3,3,50.7,8788.0,271.0,40.9,73.1,0,7553.0,107.67141646935414
20011,8921.0,17,20,36,7.1,30,16,68.0,5649.0,47.0,91.0,60,4.5,4.6,9.5,12,10,3,1,75.6,12,58.0,16,30,13.0,5.0,41847.0,48.0,28.0,14754,25.9,19.3,2.9,1.0,1.2,0.0,2.5,90.1,0,50.6,7278.0,271.0,34.9,64.5,0,5438.0,58.58025396507208
20015,7221.0,13,18,35,7.9,27,18,69.0,4036.0,47.0,88.0,73,3.8,4.0,9.6,11,8,2,1,77.7,10,162.0,12,32,9.0,5.0,65561.0,43.0,23.0,66878,25.8,14.7,1.9,1.1,1.4,0.1,4.8,88.9,0,49.8,26664.0,271.0,45.1,77.9,1,22135.0,214.29388833472808
20035,9308.0,16,18,38,6.9,26,14,50.0,3673.0,39.0,83.0,61,3.8,4.5,9.3,12,10,2,1,75.7,11,81.0,14,32,13.0,5.0,46703.0,32.0,20.0,35361,23.9,17.8,2.7,2.3,1.9,0.5,11.1,79.3,2,49.8,11256.0,271.0,45.3,76.9,0,12291.0,167.8045620897713
20045,5420.0,13,15,28,7.3,17,22,86.0,3253.0,56.0,84.0,83,3.2,5.2,9.8,20,19,2,1,80.4,6,79.0,17,28,12.0,4.0,56007.0,35.0,24.0,120793,18.8,11.7,4.3,2.7,5.1,0.1,6.4,78.3,1,50.1,12205.0,271.0,67.6,99.9,0,33273.0,191.3526399831944
20051,7363.0,13,16,32,7.7,24,19,69.0,4060.0,45.0,90.0,81,2.5,5.1,7.5,14,12,1,1,78.8,7,29.0,14,29,10.0,4.0,49715.0,61.0,36.0,28689,21.7,14.9,1.1,0.4,1.9,0.1,5.7,89.6,1,49.7,7272.0,271.0,48.1,87.8,1,8301.0,93.92734219517703
20055,6468.0,19,18,37,8.6,28,14,57.0,5607.0,44.0,81.0,50,2.7,3.7,7.6,15,8,7,1,79.8,9,67.0,7,31,19.0,6.0,54534.0,63.0,20.0,37084,30.7,10.6,3.0,1.3,4.5,0.1,50.3,40.9,12,48.6,6834.0,271.0,48.0,81.2,1,12874.0,128.51039778067178
20057,6254.0,22,17,33,8.9,24,15,47.0,3330.0,37.0,91.0,45,2.8,3.8,7.6,15,8,6,1,78.9,10,53.0,6,31,21.0,7.0,50080.0,44.0,26.0,34381,30.2,11.0,2.2,1.6,1.6,0.2,55.2,39.7,14,48.3,6532.0,271.0,40.3,81.7,1,11997.0,128.2209686288536
20059,6907.0,15,20,34,6.7,26,16,47.0,4555.0,34.0,89.0,62,3.7,3.6,9.4,14,12,1,2,77.4,9,90.0,13,31,9.0,4.0,55330.0,50.0,30.0,25733,24.5,16.4,1.2,1.0,0.6,0.0,4.3,91.0,0,50.2,13542.0,271.0,48.4,87.4,1,8047.0,92.56502045436916
20061,9109.0,17,18,36,6.5,24,18,28.0,3439.0,23.0,87.0,73,5.0,3.3,8.8,18,13,4,1,75.7,7,100.0,17,33,12.0,4.0,52012.0,12.0,11.0,33855,31.2,8.2,17.3,1.3,3.4,0.9,16.9,55.7,2,47.3,4011.0,271.0,73.9,96.5,1,11203.0,89.33856082797803
20079,6841.0,14,15,33,8.1,24,14,83.0,2199.0,51.0,89.0,69,4.0,4.1,9.2,10,9,1,1,78.9,10,31.0,12,29,12.0,5.0,55470.0,38.0,31.0,34544,24.5,19.0,1.7,0.9,0.9,0.1,12.1,82.5,1,50.8,10724.0,271.0,43.7,64.4,0,11583.0,138.58769531880188
20091,4287.0,9,12,27,8.6,16,20,120.0,3878.0,55.0,90.0,84,3.0,4.0,9.8,11,10,1,1,82.0,8,125.0,11,25,8.0,3.0,83516.0,40.0,27.0,591178,24.7,14.0,4.8,0.4,5.1,0.0,7.7,80.0,2,50.9,20862.0,271.0,72.9,99.9,0,174328.0,1471.7364503105398
20099,10198.0,17,21,35,7.2,29,16,73.0,3703.0,30.0,91.0,58,4.5,4.2,9.9,15,11,3,2,75.4,12,127.0,16,31,12.0,5.0,46819.0,41.0,11.0,20145,23.5,19.0,4.0,2.3,0.5,0.1,4.5,85.4,0,50.5,11309.0,271.0,47.1,70.4,1,7771.0,82.8820298807475
20103,6216.0,14,16,37,7.4,25,17,45.0,4740.0,43.0,92.0,69,3.9,3.9,10.1,12,10,1,1,79.0,10,240.0,13,35,8.0,3.0,70740.0,40.0,34.0,81095,23.8,14.0,9.1,0.9,1.5,0.2,6.9,78.9,1,46.7,22154.0,271.0,57.9,89.1,1,23665.0,220.01585273678015
20113,7075.0,12,14,32,8.2,23,16,73.0,3075.0,51.0,92.0,72,2.8,3.5,8.8,8,6,0,3,78.2,10,21.0,11,28,11.0,5.0,55686.0,42.0,23.0,28708,23.3,19.2,1.1,0.6,1.0,0.1,4.1,91.6,0,50.9,12692.0,271.0,50.9,89.0,0,9312.0,138.92236195617775
20121,7183.0,15,16,37,8.5,27,16,46.0,4331.0,39.0,93.0,68,3.7,4.1,9.7,13,12,1,2,78.2,12,45.0,12,31,8.0,4.0,69327.0,35.0,23.0,33461,24.8,16.5,1.3,0.8,0.5,0.0,3.3,92.6,0,50.3,16705.0,271.0,45.3,78.2,1,9377.0,108.50076751081414
20125,10447.0,17,19,40,6.9,32,16,31.0,4516.0,42.0,87.0,67,5.2,4.6,10.1,15,12,2,2,74.6,14,36.0,17,33,14.0,6.0,45808.0,51.0,24.0,32556,23.7,19.7,5.3,3.5,1.0,0.2,6.3,79.7,2,50.5,15403.0,271.0,44.0,77.0,1,10789.0,168.4105479189679
20155,7650.0,16,17,39,7.6,27,14,59.0,3352.0,23.0,87.0,60,3.9,3.9,8.8,12,9,2,1,77.8,12,56.0,14,32,13.0,5.0,48588.0,52.0,36.0,62510,22.6,19.4,3.1,0.9,0.6,0.1,9.4,84.3,1,49.7,20191.0,271.0,47.9,80.9,1,22234.0,256.0695324980417
20161,4506.0,14,15,25,5.7,16,23,65.0,2356.0,57.0,82.0,84,3.0,4.7,9.0,23,17,7,1,81.3,5,23.0,18,28,10.0,5.0,50212.0,31.0,20.0,74172,16.6,9.2,6.4,0.8,5.0,0.3,8.3,76.7,1,46.7,9846.0,271.0,35.7,87.1,1,16092.0,114.60846376326069
20169,7614.0,15,16,37,7.8,28,16,83.0,3314.0,46.0,88.0,60,3.2,4.0,8.5,15,12,1,2,78.2,10,20.0,13,28,13.0,5.0,50072.0,37.0,26.0,54734,23.5,17.4,3.2,0.8,2.4,0.1,11.3,80.2,2,50.4,8113.0,271.0,46.6,73.1,0,16697.0,263.54986177253807
20173,7934.0,15,19,34,7.2,24,16,87.0,3097.0,48.0,81.0,68,4.2,4.6,10.0,14,11,2,1,77.5,11,182.0,14,34,14.0,4.0,54176.0,56.0,42.0,513687,25.9,14.0,8.8,1.3,4.6,0.1,14.6,68.1,2,50.5,38168.0,271.0,52.1,86.3,1,168057.0,1593.6374994250534
20175,6732.0,23,17,36,9.5,25,15,53.0,4709.0,36.0,88.0,39,3.5,3.8,7.2,16,10,7,1,80.0,8,125.0,6,32,28.0,8.0,46541.0,32.0,25.0,22159,31.3,9.7,3.9,1.7,2.9,0.3,61.6,30.0,18,48.7,2623.0,271.0,50.5,81.9,0,7955.0,68.70150557063194
20177,8644.0,15,16,36,7.4,24,15,70.0,3997.0,56.0,86.0,66,3.7,4.3,9.6,14,11,2,1,77.2,11,151.0,14,30,11.0,4.0,56810.0,49.0,33.0,178187,23.9,17.6,7.9,1.4,1.5,0.1,12.4,73.9,1,51.5,28157.0,271.0,57.9,88.9,1,59351.0,692.0799793637075
20191,7519.0,15,16,40,7.5,29,16,39.0,3310.0,44.0,92.0,67,3.8,4.8,9.1,11,8,1,2,78.1,12,57.0,13,32,11.0,5.0,53212.0,50.0,47.0,23159,24.6,18.1,1.1,1.3,0.5,0.0,5.4,89.6,0,49.9,15168.0,271.0,40.5,71.1,1,6561.0,80.33897616254204
20209,9230.0,21,23,39,6.4,30,15,42.0,6102.0,43.0,75.0,48,5.2,4.6,10.1,20,17,4,1,76.2,13,277.0,17,36,22.0,5.0,46032.0,49.0,39.0,165288,28.0,12.0,22.2,1.4,5.0,0.3,29.0,40.9,7,50.5,9549.0,271.0,51.9,76.0,0,53736.0,551.8978143104382
21001,9141.0,23,23,38,7.4,36,15,36.0,5036.0,26.0,97.0,49,6.3,5.1,10.4,12,10,2,0,76.4,17,55.0,16,36,8.0,4.0,35026.0,67.0,59.0,19485,20.4,17.9,3.0,0.3,0.4,0.0,1.9,93.2,0,50.2,14077.0,336.0,37.8,61.2,0,7515.762159182196,114.0
21003,10513.0,20,22,34,8.3,35,15,15.0,6111.0,39.0,92.0,48,4.1,4.6,10.6,13,9,2,4,74.3,13,82.0,13,39,8.0,4.0,40955.0,61.0,37.0,20933,23.6,17.4,1.1,0.3,0.3,0.0,2.0,95.2,1,50.6,15705.0,336.0,39.9,70.2,0,8213.946433859417,122.0
21005,9656.0,17,19,37,8.2,32,15,32.0,4764.0,46.0,99.0,58,4.2,3.9,10.9,10,9,1,0,75.0,16,88.0,11,35,6.0,3.0,53113.0,35.0,23.0,22544,24.1,15.3,2.0,0.2,0.5,0.0,1.8,93.9,0,51.0,8932.0,336.0,62.5,99.4,0,8264.749027961536,79.0
21009,8780.0,21,23,33,7.7,33,14,84.0,4244.0,47.0,95.0,51,4.6,4.7,10.8,14,12,2,2,76.0,13,50.0,15,40,8.0,4.0,41477.0,53.0,43.0,43801,23.6,17.4,4.0,0.4,0.9,0.2,3.2,90.3,0,51.6,26685.0,336.0,44.3,77.5,0,16419.80026984965,237.0
21011,11816.0,24,25,37,7.7,35,13,8.0,5931.0,37.0,91.0,47,7.8,4.4,10.0,18,15,2,4,73.3,15,129.0,17,40,9.0,5.0,40507.0,77.0,46.0,12378,25.5,16.5,1.3,0.3,0.2,0.1,1.6,95.3,0,50.2,11591.0,336.0,52.4,90.2,1,4453.005884271297,52.0
21013,14301.0,32,30,36,5.7,40,12,41.0,11488.0,36.0,96.0,42,7.8,5.6,9.7,19,16,3,1,71.2,19,43.0,22,40,9.0,3.0,28150.0,56.0,47.0,26894,21.1,18.8,2.4,0.2,0.4,0.0,1.1,94.2,0,51.1,17926.0,336.0,45.9,70.2,0,10773.590174348034,169.0
21015,6827.0,15,17,36,8.4,23,18,63.0,5250.0,53.0,96.0,75,3.9,3.9,12.0,12,10,2,1,78.3,12,101.0,10,38,5.0,2.0,78163.0,40.0,24.0,130728,26.3,13.0,3.3,0.2,2.6,0.2,4.3,87.8,1,50.6,15769.0,336.0,70.6,99.9,0,45607.86824214753,341.0
21017,9352.0,21,21,35,7.5,31,14,70.0,5222.0,51.0,93.0,57,4.6,4.4,10.5,14,13,1,0,76.4,14,196.0,14,38,9.0,5.0,46281.0,39.0,28.0,20029,22.5,18.8,5.7,0.4,0.5,0.0,6.6,85.2,3,51.3,8943.0,336.0,57.3,83.2,0,7615.090595036834,71.0
21019,10627.0,23,22,41,7.0,29,14,98.0,7951.0,47.0,94.0,65,7.1,5.2,10.4,13,12,1,1,74.4,16,129.0,16,39,6.0,3.0,40752.0,59.0,40.0,47979,21.5,19.1,3.0,0.3,0.6,0.0,1.9,93.0,0,50.2,12543.0,336.0,47.6,72.4,1,21771.18407211092,203.0
21021,9157.0,20,21,33,7.0,28,15,90.0,4512.0,43.0,97.0,59,5.0,4.8,10.5,13,12,1,0,77.2,13,90.0,15,39,6.0,3.0,48290.0,45.0,34.0,29924,20.1,18.8,7.6,0.3,0.9,0.0,3.4,85.7,1,50.2,9900.0,336.0,60.2,86.9,0,10998.847750495615,156.0
21027,10022.0,20,22,32,7.9,27,14,25.0,7397.0,42.0,94.0,41,5.9,4.4,11.8,12,9,4,1,75.1,14,71.0,14,38,9.0,5.0,43148.0,37.0,28.0,20111,23.1,19.1,2.0,0.5,0.3,0.0,1.4,94.5,1,49.8,20059.0,336.0,41.8,72.6,0,6515.476759377869,89.0
21029,7935.0,17,20,36,8.1,25,17,18.0,6788.0,48.0,91.0,57,4.2,3.7,12.4,11,10,1,1,77.6,16,41.0,10,40,5.0,3.0,62550.0,58.0,28.0,80246,22.1,15.2,1.1,0.4,0.6,0.1,2.0,94.6,0,50.4,22603.0,336.0,48.3,71.5,0,28052.7770082994,253.0
21033,9241.0,21,21,36,7.5,27,14,56.0,5505.0,51.0,94.0,62,5.2,5.1,10.9,10,8,0,2,76.2,14,132.0,16,38,7.0,4.0,42857.0,34.0,31.0,12639,22.1,20.6,5.6,0.3,0.3,0.0,1.6,90.8,0,51.6,7094.0,336.0,49.5,82.4,0,4911.144320544498,65.0
21035,7131.0,19,21,32,7.3,20,15,52.0,6377.0,47.0,96.0,64,4.4,6.2,10.7,17,16,1,2,77.5,11,66.0,17,38,8.0,4.0,43554.0,35.0,34.0,38919,17.9,16.7,3.8,0.3,2.3,0.1,2.6,89.6,1,51.2,18119.0,336.0,47.2,81.1,0,11432.85891939719,103.0
21037,8724.0,15,19,31,7.8,22,18,62.0,6204.0,54.0,98.0,71,3.8,4.7,11.7,13,11,1,1,77.0,11,145.0,13,34,6.0,2.0,61384.0,63.0,41.0,92488,21.0,15.1,2.9,0.2,1.1,0.1,2.0,92.2,0,50.8,13818.0,336.0,72.7,99.9,0,29367.451093891606,205.0
21041,13691.0,23,24,32,6.2,31,14,37.0,8088.0,37.0,98.0,35,4.7,6.0,11.1,19,15,5,2,71.3,13,92.0,16,41,8.0,4.0,48404.0,29.0,36.0,10713,25.9,15.1,1.7,0.4,0.7,0.0,6.3,89.2,1,49.8,5646.0,336.0,49.1,87.6,0,4235.958364455053,54.0
