FIPS_x,Years of Potential Life Lost Rate (premature death),% Fair/Poor Health,percent_smokers,percent_obese,Food Environment Index,% Physically Inactive,percent Excessive Drinking,PCP Rate,Preventable Hosp stays Rate,Percent Vaccinated Flu,High School Graduation Rate,Percent Some College,Percent Unemployed,Income Ratio,Average Daily PM2.5,Percent Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,Life Expectancy,Percent Diabetic,HIV Prevalence Rate,Percent Food Insecure,Percent Insufficient Sleep,Percent Uninsured Adults,Percent Uninsured children,Median Household Income,Segregation index black/white,Segregation Index non-white/ white,Population,percent < 18,percent 65 and over,percent African American,percent American Indian/Alaskan Native,percent Asian,percent Native Hawaiian/Other Pacific Islander,percent Hispanic,percent Non-Hispanic White,percent Not Proficient in English,percent Female,number Rural,Masks,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_65PlusPop_Pct,water,cases,deaths
34005,6302.0,13,14,28,8.4,22,18,83.0,5156.0,52.0,93.0,73,4.1,4.0,11.4,16,15,1,1,79.5,10,229.0,10,37,7.0,2.0,86777.0,51.0,40.0,448596,20.9,16.7,16.6,0.3,5.4,0.1,8.1,67.5,2,50.8,29900.0,413.0,70.2,92.9,1,134557.63276759448,1339.0
34007,8246.0,18,17,29,8.1,27,17,101.0,6059.0,50.0,88.0,66,5.1,5.4,11.6,21,19,2,1,77.7,11,400.0,12,41,9.0,3.0,65817.0,56.0,48.0,510719,22.8,15.2,18.5,0.6,6.1,0.1,17.0,56.5,5,51.7,8308.0,413.0,64.3,87.6,0,161280.1109611481,1937.0
34009,8617.0,15,15,28,7.7,23,19,59.0,3903.0,49.0,88.0,63,9.1,4.6,9.0,21,19,2,1,77.4,9,225.0,12,34,10.0,4.0,64450.0,58.0,51.0,93553,17.7,25.6,4.2,0.3,1.1,0.1,7.8,85.2,1,51.2,16977.0,413.0,70.7,91.8,0,28689.284144113102,327.0
34011,9449.0,23,17,35,7.5,30,17,43.0,7474.0,45.0,81.0,40,7.0,5.1,9.9,22,19,4,1,75.7,11,492.0,13,40,15.0,4.0,51786.0,28.0,28.0,152538,23.8,15.0,18.8,1.6,1.5,0.1,30.8,46.3,8,48.9,36129.0,413.0,52.4,81.8,1,49565.0799032671,653.0
34013,7240.0,21,15,29,7.6,26,15,82.0,5425.0,41.0,87.0,61,5.7,6.7,9.9,30,26,5,1,79.5,10,1427.0,17,44,15.0,4.0,60284.0,75.0,61.0,808285,23.6,13.3,38.8,0.7,5.7,0.1,23.2,30.8,8,51.9,114.0,413.0,68.0,90.0,1,278891.0407331976,3717.0
34015,6931.0,16,16,31,8.1,26,20,54.0,5471.0,47.0,93.0,69,4.7,4.3,10.9,16,14,1,1,78.2,10,158.0,10,37,7.0,3.0,84639.0,36.0,31.0,292206,22.1,15.3,10.2,0.3,3.2,0.1,6.2,78.4,1,51.4,24060.0,413.0,60.8,86.6,1,87632.7667690063,1032.0
34017,5064.0,21,16,24,8.8,26,17,50.0,5859.0,37.0,85.0,70,4.4,6.1,9.9,29,23,7,2,82.0,8,885.0,11,41,17.0,5.0,65673.0,59.0,35.0,691643,20.2,11.6,10.7,1.1,16.3,0.2,43.1,28.6,14,50.3,0.0,413.0,74.6,85.7,0,227760.2693308745,2818.0
34019,4499.0,11,13,21,9.4,18,19,120.0,3882.0,50.0,96.0,79,3.5,4.2,10.2,16,15,1,1,83.1,7,195.0,6,34,5.0,3.0,113083.0,57.0,30.0,125059,19.8,17.8,2.4,0.2,4.1,0.3,6.6,85.5,1,50.6,63622.0,413.0,69.7,90.9,0,32985.35581967961,296.0
34021,6066.0,15,13,25,8.4,22,18,102.0,4457.0,51.0,90.0,65,4.1,5.4,8.8,19,17,2,1,80.5,9,446.0,11,37,11.0,4.0,78161.0,55.0,39.0,374733,21.3,14.8,19.5,0.6,11.5,0.2,17.8,49.3,7,51.1,12764.0,413.0,69.2,90.0,1,105107.00023980573,1324.0
34023,4569.0,16,12,26,8.9,25,17,95.0,4308.0,50.0,90.0,74,4.1,4.5,9.7,20,17,4,1,81.8,10,283.0,8,40,11.0,3.0,85187.0,37.0,36.0,842798,21.6,14.5,9.5,0.6,25.3,0.1,21.2,42.7,7,50.7,5461.0,413.0,70.5,90.5,1,262210.93965069426,2979.0
34025,5281.0,13,14,23,8.8,22,20,114.0,4188.0,49.0,94.0,74,4.1,5.1,9.9,20,19,1,1,80.9,9,323.0,9,37,9.0,3.0,97627.0,59.0,42.0,626351,21.4,17.0,6.9,0.3,5.7,0.1,11.0,75.0,3,51.4,23510.0,413.0,66.8,90.4,0,213271.2044563334,2335.0
34027,4024.0,11,12,22,9.3,18,18,103.0,3104.0,53.0,95.0,80,3.6,4.3,10.0,17,15,1,1,82.7,8,195.0,6,33,7.0,2.0,114269.0,44.0,34.0,499693,21.4,16.6,3.2,0.3,10.7,0.0,13.6,70.9,4,50.9,33324.0,413.0,75.0,93.0,1,158391.3643223124,1650.0
34029,6805.0,14,14,29,8.2,27,18,44.0,4245.0,50.0,91.0,66,4.8,4.7,7.8,20,19,2,1,79.0,10,135.0,9,36,10.0,3.0,70493.0,47.0,34.0,597943,23.8,22.4,3.0,0.3,2.0,0.0,9.4,84.5,2,51.8,16711.0,413.0,53.8,84.6,1,205717.0243845268,3219.0
34031,5536.0,21,16,29,8.8,24,17,57.0,4477.0,44.0,90.0,53,5.7,5.9,9.7,32,26,8,1,80.7,8,567.0,10,37,17.0,4.0,63127.0,63.0,49.0,512607,23.9,14.2,10.3,1.5,5.8,0.2,41.9,41.0,12,51.3,12080.0,413.0,67.0,87.8,0,183950.2386695173,2427.0
34033,8836.0,18,17,34,8.1,28,17,36.0,8067.0,48.0,87.0,57,6.1,5.0,10.9,18,17,1,1,76.7,12,277.0,13,38,10.0,4.0,61322.0,52.0,46.0,62792,21.6,18.2,13.4,0.6,1.1,0.1,9.0,74.3,2,51.1,29936.0,413.0,55.2,85.7,1,17666.715374248917,261.0
34035,4359.0,11,11,24,9.2,17,18,112.0,3415.0,52.0,94.0,78,3.8,4.5,9.9,17,15,2,1,82.5,9,206.0,7,37,7.0,3.0,111838.0,59.0,35.0,335432,22.1,15.2,9.3,0.4,18.4,0.1,14.8,56.0,3,51.1,18736.0,413.0,73.9,91.3,0,93168.7710172829,1013.0
34037,6422.0,12,14,28,8.9,23,20,50.0,3680.0,50.0,95.0,71,4.4,3.8,9.1,17,16,1,1,79.5,8,128.0,7,40,7.0,3.0,89744.0,49.0,32.0,141682,20.1,16.7,2.0,0.3,2.1,0.0,8.2,86.3,1,50.2,59482.0,413.0,62.1,87.4,1,43579.38245567816,512.0
34039,5211.0,17,13,25,8.9,22,16,66.0,4299.0,46.0,88.0,63,4.8,5.2,10.4,28,23,6,1,81.5,9,551.0,10,39,15.0,5.0,76830.0,56.0,45.0,563892,23.3,14.1,20.9,0.7,5.7,0.1,32.0,40.2,11,51.2,0.0,413.0,68.3,84.2,0,187403.4761244693,2463.0
34041,6978.0,15,16,29,8.6,26,19,60.0,4627.0,50.0,93.0,70,4.2,4.3,10.0,17,15,2,1,79.1,9,122.0,9,37,9.0,4.0,79633.0,36.0,32.0,106798,20.2,17.6,4.5,0.3,3.1,0.1,9.5,81.4,2,51.1,40830.0,413.0,66.2,98.4,0,30691.768250397705,355.0
35001,8098.0,19,14,23,7.4,16,16,104.0,2485.0,36.0,68.0,67,5.5,5.0,6.9,19,17,3,1,78.6,8,241.0,15,31,12.0,5.0,51091.0,40.0,22.0,676773,22.1,15.7,2.4,6.2,2.8,0.2,50.1,38.9,4,50.9,27798.0,458.0,55.2,0.0,1,196224.3047601879,2169.0
35005,9905.0,22,18,31,6.8,28,17,67.0,4490.0,36.0,67.0,54,6.4,5.0,7.4,16,12,4,1,75.9,10,89.0,15,34,15.0,6.0,43341.0,50.0,19.0,64866,26.6,15.7,1.5,2.3,1.1,0.3,56.4,39.5,6,50.4,15918.0,458.0,34.8,0.0,1,24589.670362246998,357.0
35006,10698.0,24,22,28,5.2,25,16,55.0,3252.0,36.0,68.0,46,7.9,5.3,5.2,19,10,7,5,76.1,13,400.0,20,34,15.0,6.0,37753.0,48.0,60.0,26853,24.0,15.6,0.9,43.7,0.6,0.1,38.3,19.2,4,48.9,15061.0,441.0,56.5,0.0,1,9197.099309958036,209.0
35009,9105.0,21,21,30,6.1,27,19,38.0,3914.0,36.0,78.0,63,4.8,4.8,7.1,17,14,3,1,76.1,8,67.0,18,32,13.0,5.0,43590.0,34.0,28.0,49812,26.7,12.4,5.7,2.0,1.8,0.3,42.2,47.6,6,48.0,6806.0,458.0,33.3,0.0,1,15161.185590241264,233.0
35013,6880.0,23,15,28,6.3,17,17,63.0,3920.0,40.0,83.0,61,6.9,5.3,7.8,19,15,4,2,80.2,8,213.0,15,31,16.0,6.0,38562.0,53.0,26.0,215579,24.9,15.4,1.5,2.4,1.3,0.2,68.4,27.3,8,50.9,40362.0,0.0,56.2,0.0,1,76317.17015693698,922.0
35015,10268.0,17,15,33,7.1,24,19,38.0,3718.0,38.0,75.0,52,5.3,4.4,7.5,14,9,5,1,75.7,10,54.0,13,32,10.0,5.0,52932.0,47.0,21.0,56997,26.3,14.5,1.2,2.4,0.8,0.1,49.1,47.0,3,49.6,11226.0,458.0,35.4,0.0,1,19260.65007160813,323.0
35017,9206.0,21,14,23,6.7,16,15,81.0,2592.0,35.0,86.0,62,6.2,4.7,6.0,14,11,2,1,78.4,9,107.0,15,31,9.0,5.0,40684.0,56.0,12.0,27687,20.4,26.7,0.7,2.4,0.9,0.2,50.5,45.8,1,50.7,12500.0,458.0,0.0,0.0,1,9738.202405632504,110.0
35025,9077.0,21,15,32,7.7,27,18,32.0,4793.0,24.0,86.0,43,6.6,4.5,7.6,13,8,5,1,76.6,9,80.0,14,30,15.0,6.0,52358.0,48.0,21.0,68759,30.1,11.3,3.5,1.9,0.6,0.1,58.5,35.8,8,48.5,13613.0,458.0,27.4,0.0,0,22665.715199951926,407.0
35029,10171.0,28,19,28,5.7,23,14,37.0,2283.0,30.0,68.0,36,14.1,5.2,6.9,17,13,3,1,75.6,10,86.0,19,31,18.0,6.0,30621.0,61.0,18.0,24078,26.4,20.9,1.0,2.4,0.9,0.2,66.9,29.8,13,49.8,10192.0,458.0,0.0,0.0,1,7985.969954631493,148.0
35031,15257.0,26,22,37,2.0,26,15,72.0,5297.0,49.0,66.0,48,8.7,7.4,6.0,29,10,12,12,73.0,15,173.0,27,36,22.0,7.0,31746.0,50.0,62.0,72564,29.2,11.8,0.5,79.2,1.0,0.1,14.2,8.6,4,51.6,41021.0,441.0,99.9,99.9,1,32677.729501547336,639.0
35035,8728.0,20,18,28,5.9,20,17,44.0,2953.0,32.0,75.0,59,6.1,4.5,6.7,15,11,3,2,77.7,10,107.0,19,34,14.0,6.0,43338.0,49.0,36.0,65817,23.4,16.8,3.4,8.1,1.5,0.3,38.4,48.9,6,48.2,18880.0,458.0,44.5,0.0,1,17041.48893829683,222.0
35039,15557.0,27,16,27,6.5,19,15,37.0,3579.0,36.0,73.0,51,6.4,7.2,5.4,16,13,3,1,73.9,9,175.0,12,32,14.0,7.0,36977.0,50.0,31.0,39159,23.7,18.7,0.4,19.0,0.6,0.2,71.3,12.9,2,51.0,20028.0,458.0,64.4,0.0,1,13250.921321195005,160.0
35041,8263.0,21,18,25,6.1,26,16,42.0,6427.0,21.0,81.0,54,5.3,5.9,6.9,21,16,5,1,77.9,8,58.0,19,31,14.0,7.0,37767.0,50.0,16.0,18847,24.1,14.1,1.9,2.3,1.5,0.2,42.1,51.9,7,49.9,7236.0,458.0,0.0,0.0,1,6118.180402407636,109.0
35043,7061.0,17,15,24,6.9,13,17,60.0,2396.0,41.0,77.0,66,6.2,4.4,7.0,17,13,4,2,79.6,8,114.0,14,31,11.0,6.0,56937.0,38.0,39.0,142507,23.5,17.1,2.0,13.9,1.6,0.2,39.0,43.6,1,51.0,22442.0,458.0,60.9,0.0,1,44687.16744283868,496.0
35045,11302.0,19,18,33,5.4,23,14,59.0,3913.0,49.0,67.0,55,7.2,4.9,6.5,17,10,6,3,76.3,12,101.0,21,33,17.0,7.0,46977.0,72.0,58.0,126926,27.1,14.3,0.6,40.9,0.6,0.1,20.2,38.4,2,50.5,43778.0,441.0,66.0,0.0,1,52096.33601738625,846.0
35047,10312.0,29,17,25,5.8,19,15,65.0,4373.0,36.0,73.0,57,7.4,6.3,5.4,21,19,1,2,76.7,10,170.0,14,35,11.0,5.0,33205.0,73.0,15.0,27748,18.8,21.2,1.6,3.1,1.4,0.2,77.4,18.0,8,50.4,13784.0,458.0,0.0,0.0,1,7634.15523440395,78.0
35049,7240.0,15,13,14,7.4,11,16,106.0,1954.0,43.0,68.0,59,5.1,4.8,6.1,20,17,3,1,81.3,5,338.0,13,26,15.0,7.0,58639.0,56.0,30.0,148750,18.4,23.2,0.8,4.3,1.6,0.2,51.0,43.0,5,51.4,36274.0,458.0,65.6,0.0,1,40113.49615920039,378.0
35057,9771.0,23,18,27,5.4,20,15,7.0,2190.0,32.0,79.0,43,8.6,5.3,5.8,21,17,4,3,77.3,10,358.0,20,31,12.0,7.0,36886.0,76.0,27.0,15506,21.3,20.0,1.3,4.1,0.6,0.3,43.0,51.2,2,47.3,16184.0,458.0,38.0,0.0,1,3338.801740628349,59.0
35061,9023.0,22,16,29,6.1,19,15,33.0,2505.0,37.0,74.0,48,6.7,4.6,6.3,19,16,3,1,77.5,11,116.0,13,34,13.0,5.0,46155.0,53.0,22.0,75940,23.7,17.2,1.0,6.0,0.9,0.2,60.7,32.8,4,49.8,12811.0,458.0,46.3,0.0,1,23955.90155134253,318.0
36001,5690.0,13,15,27,8.1,22,20,105.0,4219.0,51.0,84.0,77,4.3,4.9,9.1,16,15,1,1,80.1,9,375.0,12,34,5.0,2.0,65659.0,59.0,44.0,309612,18.6,16.4,12.7,0.3,7.0,0.1,6.0,71.9,2,51.6,29496.0,434.0,68.8,93.1,1,76804.0,601.5274751496654
36005,6651.0,27,16,30,7.8,31,16,57.0,5528.0,37.0,68.0,51,6.2,6.6,10.3,39,31,12,1,80.4,13,2258.0,16,40,12.0,2.0,37377.0,48.0,40.0,1471160,24.9,12.3,29.3,2.9,4.5,0.4,56.2,9.2,16,52.8,39.0,434.0,63.4,84.0,1,497107.0,8368.58588358193
36007,7609.0,17,20,28,8.1,23,21,86.0,4203.0,50.0,83.0,67,5.6,4.9,8.9,16,15,1,1,78.5,11,236.0,13,35,6.0,2.0,47910.0,51.0,46.0,193639,19.4,18.6,5.3,0.3,4.7,0.1,4.3,83.1,1,50.8,52270.0,434.0,58.9,87.1,0,57307.0,589.3170205701671
36009,7397.0,19,23,37,8.2,26,21,50.0,4869.0,46.0,85.0,55,6.2,4.4,9.3,15,12,2,2,77.8,13,124.0,13,38,9.0,4.0,47875.0,76.0,54.0,77348,22.3,18.6,1.5,3.5,0.8,0.0,2.1,90.5,1,50.3,49598.0,434.0,51.5,82.4,0,18878.0,246.1246254606033
36011,6301.0,14,20,33,8.7,24,23,31.0,5876.0,55.0,83.0,60,5.1,4.3,8.3,12,11,1,1,79.5,11,278.0,11,35,7.0,3.0,55460.0,61.0,37.0,77603,19.8,18.6,3.9,0.5,0.6,0.1,3.0,90.2,1,48.8,44640.0,434.0,54.7,79.5,1,19909.0,177.13743735658474
36013,8009.0,18,24,33,7.9,27,20,56.0,4333.0,51.0,83.0,58,6.1,4.7,9.6,16,14,1,2,77.5,12,217.0,12,38,6.0,3.0,45840.0,65.0,43.0,129046,20.4,19.6,2.1,0.7,0.7,0.1,7.6,87.4,1,50.6,59173.0,434.0,54.6,84.3,0,28739.0,334.54219615627187
36015,7642.0,16,21,35,7.9,27,18,76.0,5340.0,51.0,76.0,61,5.6,4.8,8.3,14,13,1,1,77.2,11,273.0,13,37,5.0,3.0,50562.0,57.0,36.0,85557,21.6,18.2,6.1,0.3,1.6,0.0,3.1,86.2,0,50.4,21478.0,434.0,54.4,83.3,0,26190.0,263.3294762331688
36017,7620.0,16,19,36,8.6,24,19,37.0,3790.0,48.0,85.0,57,5.4,4.4,8.2,14,11,2,1,77.3,11,136.0,11,32,6.0,2.0,48161.0,29.0,18.0,47863,20.7,20.0,0.9,0.4,0.6,0.0,2.2,94.7,0,49.8,42104.0,434.0,56.6,84.8,0,11604.0,139.3176714021664
36019,6127.0,15,21,36,7.6,26,23,68.0,5104.0,48.0,87.0,54,5.4,4.5,6.7,14,13,1,1,79.7,11,317.0,12,38,7.0,3.0,56436.0,52.0,35.0,80980,18.0,16.4,4.1,0.4,1.5,0.0,3.0,89.7,1,48.6,52690.0,434.0,66.6,95.0,0,21955.0,124.2465478171323
36021,6828.0,12,18,25,8.5,20,20,49.0,4330.0,47.0,83.0,63,3.8,4.3,8.5,15,14,1,1,79.3,9,365.0,10,32,7.0,4.0,60629.0,56.0,43.0,60604,17.6,23.0,4.7,0.3,2.0,0.1,4.9,86.4,1,49.8,46248.0,434.0,69.9,89.9,0,13348.0,164.6597127384544
36023,7265.0,16,18,34,8.3,25,21,44.0,4315.0,50.0,88.0,60,5.9,4.2,7.9,15,13,1,2,77.9,11,155.0,12,32,5.0,2.0,52038.0,46.0,25.0,47786,19.2,16.1,1.6,0.3,1.1,0.0,2.7,92.6,0,51.2,21843.0,434.0,54.9,87.1,0,13034.0,134.32811072481795
36025,6293.0,15,19,30,8.6,26,20,35.0,3664.0,46.0,87.0,53,5.6,4.7,7.9,18,15,4,1,79.8,10,119.0,12,32,8.0,3.0,45385.0,44.0,16.0,45001,16.9,23.9,1.6,0.3,1.0,0.0,3.8,92.2,1,49.6,37599.0,434.0,54.0,74.3,1,9880.0,88.23192381076143
36027,5213.0,13,15,26,8.6,21,18,70.0,4224.0,47.0,86.0,69,4.3,4.5,9.3,21,19,3,1,81.1,10,380.0,9,35,6.0,3.0,76955.0,52.0,38.0,295568,19.1,17.0,10.3,0.5,3.9,0.1,12.3,71.4,2,50.3,75560.0,434.0,65.2,90.1,1,82387.0,735.212397411456
36029,7282.0,16,18,30,7.9,25,22,81.0,3788.0,47.0,84.0,73,5.2,5.1,10.7,15,14,1,1,78.3,11,276.0,13,36,5.0,2.0,55581.0,74.0,64.0,925528,20.4,17.5,13.1,0.7,3.8,0.0,5.5,75.3,2,51.6,86425.0,434.0,63.8,88.2,1,263180.0,2856.6433866272605
36033,6010.0,15,23,34,7.6,28,20,61.0,3233.0,46.0,86.0,50,6.1,5.2,7.4,15,13,2,1,78.7,12,599.0,13,36,8.0,4.0,50187.0,66.0,72.0,51116,19.3,16.2,6.1,7.4,0.5,0.0,3.6,81.2,1,44.5,32340.0,434.0,58.7,90.4,1,11847.0,55.39624544832692
36035,6911.0,17,21,32,8.2,27,20,46.0,5563.0,48.0,78.0,56,5.8,4.3,8.0,15,15,1,1,78.3,11,134.0,12,36,7.0,3.0,46984.0,64.0,33.0,53877,20.3,19.1,1.9,0.3,0.7,0.0,3.1,92.8,1,50.2,27973.0,434.0,49.6,75.9,0,16230.0,184.49005978905356
36037,7216.0,17,20,35,8.8,29,18,34.0,4140.0,46.0,91.0,64,4.9,4.2,9.1,12,11,1,1,78.8,13,157.0,10,36,6.0,3.0,55522.0,54.0,31.0,57956,20.4,18.2,2.7,1.2,0.7,0.0,3.4,90.4,1,50.2,35979.0,434.0,55.5,87.1,1,16268.0,207.59883529807215
36039,7023.0,16,18,27,8.3,25,20,36.0,4537.0,42.0,87.0,51,5.3,4.4,8.2,18,16,1,1,78.9,10,466.0,10,33,6.0,3.0,54635.0,55.0,40.0,47470,16.6,21.6,5.6,0.4,1.3,0.0,5.7,85.3,1,47.8,36001.0,434.0,58.9,82.6,1,10630.0,148.3171410622456
36043,7448.0,14,20,32,8.1,28,20,29.0,4009.0,50.0,85.0,61,5.8,4.3,7.8,12,10,2,1,78.4,12,116.0,11,37,6.0,3.0,46733.0,66.0,38.0,62240,20.9,20.0,1.2,0.3,0.6,0.0,2.3,94.5,1,50.6,33427.0,434.0,54.2,83.2,1,17063.0,211.71157440018308
36045,6544.0,17,19,33,7.8,29,23,52.0,4470.0,52.0,86.0,64,6.6,4.1,7.8,15,13,2,0,78.7,12,271.0,13,37,7.0,3.0,47436.0,54.0,42.0,114187,24.0,13.1,6.2,0.7,1.7,0.4,7.6,81.4,1,47.1,55847.0,434.0,69.7,93.4,1,26244.0,157.0657555190024
36047,5167.0,18,15,23,7.4,26,19,64.0,4674.0,35.0,74.0,66,4.6,6.8,10.1,35,27,11,1,82.4,10,1223.0,18,41,11.0,2.0,56548.0,75.0,54.0,2648771,22.9,13.5,30.1,0.9,12.8,0.1,19.1,36.1,12,52.6,37.0,434.0,62.1,75.5,1,887833.0,13923.453618645965
36051,5520.0,14,17,35,8.3,22,20,42.0,4051.0,48.0,89.0,59,5.1,4.5,8.5,15,13,2,1,80.4,11,248.0,11,32,5.0,2.0,56407.0,44.0,21.0,63799,17.8,17.2,2.6,0.4,1.4,0.1,3.6,90.7,1,49.7,35739.0,434.0,55.3,89.7,1,14094.0,132.7560950409028
36053,5950.0,13,18,29,8.8,24,21,56.0,4570.0,49.0,86.0,64,5.6,4.2,8.0,12,10,1,0,80.3,10,77.0,10,36,6.0,3.0,56477.0,68.0,25.0,70965,19.3,17.7,1.7,0.8,0.9,0.0,2.2,93.1,0,50.6,43291.0,434.0,57.0,80.8,1,16460.0,144.9801497011267
36055,6252.0,15,16,30,7.9,23,19,104.0,4362.0,51.0,83.0,72,5.0,4.9,8.9,17,16,1,1,80.0,9,357.0,13,33,6.0,2.0,57660.0,63.0,53.0,747642,21.0,16.7,14.6,0.4,3.9,0.1,8.8,70.4,2,51.7,48010.0,434.0,66.0,92.5,0,187702.0,1829.70474963427
36057,7571.0,16,20,34,7.8,31,20,55.0,5554.0,45.0,76.0,59,5.8,4.8,8.2,18,15,2,1,77.7,11,178.0,12,36,7.0,3.0,46601.0,68.0,54.0,49258,22.9,18.3,2.0,0.6,0.9,0.2,14.2,81.3,2,50.7,20559.0,434.0,61.2,99.9,0,14703.0,229.37388743377116
36059,4300.0,12,11,23,9.7,23,18,142.0,3655.0,50.0,91.0,75,4.1,4.5,10.0,22,20,3,1,82.8,9,256.0,6,38,6.0,2.0,107465.0,77.0,53.0,1369514,21.6,17.4,11.6,0.5,10.1,0.1,17.2,59.9,6,51.4,2575.0,434.0,75.5,99.1,1,535669.0,4256.875314036335
36061,3985.0,15,13,16,8.3,18,27,136.0,2966.0,44.0,75.0,84,4.0,9.1,10.8,25,20,5,1,84.5,7,1907.0,13,34,7.0,3.0,84133.0,68.0,52.0,1664727,14.4,16.0,12.4,1.2,13.0,0.2,26.1,46.7,9,52.6,0.0,434.0,80.8,88.3,1,572251.0,6026.46146373921
36063,7710.0,16,22,33,8.2,28,18,43.0,5458.0,47.0,85.0,67,6.2,4.7,11.0,13,12,1,1,77.6,12,115.0,12,39,6.0,2.0,54317.0,65.0,52.0,211328,20.1,18.5,7.0,1.1,1.1,0.0,2.9,85.5,1,51.2,48577.0,434.0,61.1,88.3,0,58333.0,630.8415825770921
36065,7064.0,16,17,33,8.1,25,20,75.0,4732.0,50.0,84.0,60,5.1,4.7,8.1,15,14,1,1,78.5,13,314.0,12,35,6.0,2.0,53234.0,66.0,62.0,231332,21.3,18.3,6.1,0.3,4.4,0.1,5.8,81.7,3,50.2,77472.0,434.0,57.1,86.2,1,67389.0,863.3828084225813
36067,6641.0,14,17,30,8.1,22,22,96.0,4188.0,54.0,84.0,72,4.7,4.9,8.2,15,14,1,1,79.3,10,275.0,13,34,6.0,2.0,57641.0,65.0,56.0,465398,21.4,16.6,10.9,0.9,4.1,0.1,4.9,76.7,2,51.8,58787.0,434.0,68.1,93.2,1,139489.0,1176.8545464760923
36069,5685.0,13,18,32,8.6,22,21,85.0,4686.0,51.0,90.0,73,4.5,4.2,8.5,14,12,1,1,80.0,11,104.0,9,32,5.0,2.0,65271.0,53.0,47.0,109899,20.5,19.4,2.2,0.4,1.3,0.0,4.8,90.0,1,50.9,51233.0,434.0,63.0,88.0,1,25528.0,213.06416449924
36071,5572.0,16,15,31,8.8,27,18,74.0,4962.0,49.0,87.0,63,4.6,4.7,9.0,23,20,3,1,80.2,11,306.0,8,36,8.0,3.0,77606.0,44.0,41.0,382226,25.5,13.6,10.2,0.8,2.9,0.1,20.6,64.1,4,49.8,83289.0,434.0,61.0,88.4,1,135411.0,1037.7446867953893
36073,7276.0,18,22,36,8.1,31,19,7.0,4876.0,47.0,89.0,54,5.9,4.2,9.0,17,13,2,2,77.8,15,720.0,12,36,7.0,3.0,48799.0,51.0,33.0,40983,19.8,17.4,6.0,0.8,0.6,0.1,4.8,86.4,1,50.3,26107.0,434.0,50.3,79.8,0,10302.0,127.1263303412676
36075,7286.0,16,22,33,8.1,26,24,40.0,4521.0,47.0,84.0,58,6.5,4.3,8.2,16,14,2,1,78.0,12,83.0,13,34,6.0,2.0,52732.0,55.0,31.0,118478,21.1,15.9,0.9,0.5,0.7,0.0,2.6,94.0,0,49.8,75408.0,434.0,54.6,85.7,1,33711.0,227.2692385728248
36077,6793.0,15,17,29,7.9,23,20,113.0,3907.0,49.0,86.0,64,5.1,4.4,7.8,17,14,3,1,79.5,9,103.0,11,34,7.0,3.0,51561.0,58.0,35.0,60094,16.1,20.6,1.9,0.3,1.6,0.1,3.7,91.2,1,51.5,43934.0,434.0,56.7,83.1,1,12956.0,106.66060594253156
36079,4962.0,11,15,23,9.4,21,24,51.0,3890.0,46.0,93.0,69,4.3,4.1,9.3,19,17,2,1,81.7,7,165.0,5,30,6.0,3.0,98765.0,39.0,22.0,99323,20.0,16.7,2.7,0.4,2.3,0.1,15.1,78.6,3,50.0,20490.0,434.0,68.1,87.5,0,30700.0,142.74436952699816
36081,4281.0,18,12,24,8.8,28,17,64.0,4030.0,41.0,78.0,64,4.0,4.9,8.1,33,26,9,1,83.6,11,798.0,11,39,14.0,3.0,64046.0,78.0,49.0,2358582,20.1,15.0,17.8,1.3,27.1,0.2,28.0,25.0,15,51.5,0.0,434.0,78.0,86.9,1,842174.0,13109.911098590124
36083,6217.0,14,17,31,8.3,22,22,54.0,4420.0,50.0,86.0,72,4.5,4.5,9.1,15,13,1,1,79.2,9,208.0,11,36,6.0,2.0,63457.0,65.0,52.0,159722,19.7,16.5,6.8,0.3,2.8,0.0,5.0,83.1,1,50.6,48645.0,434.0,65.5,92.1,1,40815.0,312.4301247468265
36085,5606.0,18,16,28,9.1,28,19,98.0,3843.0,42.0,80.0,68,4.6,5.7,9.8,24,21,4,1,80.7,11,527.0,9,43,7.0,2.0,78466.0,67.0,45.0,479458,21.9,15.8,9.6,0.6,9.5,0.1,18.6,60.9,5,51.5,0.0,434.0,64.6,88.0,1,205936.0,2623.290402153107
36087,4273.0,14,12,24,8.8,25,16,90.0,3559.0,49.0,85.0,64,4.4,5.4,9.7,27,23,6,2,83.3,9,259.0,9,35,8.0,3.0,87873.0,58.0,44.0,328868,27.9,15.5,11.5,0.5,6.5,0.1,18.0,62.7,8,51.0,2236.0,434.0,59.1,89.1,1,115827.0,970.0936269714322
36089,6664.0,17,18,33,7.7,28,21,49.0,5296.0,52.0,85.0,59,6.8,4.7,7.9,16,13,2,3,79.3,10,273.0,13,38,8.0,4.0,49607.0,66.0,30.0,109623,20.3,16.7,2.3,1.0,1.1,0.1,2.4,92.0,1,48.9,69396.0,434.0,55.8,84.2,1,25819.0,219.00730647720488
36091,4907.0,11,16,26,8.9,20,22,70.0,4069.0,51.0,91.0,78,4.0,3.9,9.4,12,11,1,0,80.9,9,118.0,8,33,5.0,2.0,82732.0,45.0,30.0,229869,20.4,17.5,1.7,0.2,2.9,0.1,3.2,90.3,1,50.5,65798.0,434.0,73.4,95.5,1,60105.0,398.41608027445466
